arith.divider_active, 0x914
unc_cha_ag1_ad_crd_occupancy0.tgr1, 0x286
unc_cha_ag1_ad_crd_occupancy0.tgr2, 0x486
unc_cha_ag1_ad_crd_occupancy0.tgr3, 0x886
unc_cha_ag1_ad_crd_occupancy0.tgr4, 0x1086
unc_cha_ag1_ad_crd_occupancy0.tgr5, 0x2086
unc_cha_ag1_ad_crd_occupancy0.tgr6, 0x4086
unc_cha_ag1_ad_crd_occupancy0.tgr7, 0x8086
unc_cha_ag1_ad_crd_occupancy1.tgr10, 0x487
unc_cha_ag1_ad_crd_occupancy1.tgr8, 0x187
unc_cha_ag1_ad_crd_occupancy1.tgr9, 0x287
unc_cha_ag1_bl_crd_acquired0.tgr0, 0x18c
unc_cha_ag1_bl_crd_acquired0.tgr1, 0x28c
unc_cha_ag1_bl_crd_acquired0.tgr2, 0x48c
unc_cha_ag1_bl_crd_acquired0.tgr3, 0x88c
unc_cha_ag1_bl_crd_acquired0.tgr4, 0x108c
unc_cha_ag1_bl_crd_acquired0.tgr5, 0x208c
unc_cha_ag1_bl_crd_acquired0.tgr6, 0x408c
unc_cha_ag1_bl_crd_acquired0.tgr7, 0x808c
unc_cha_ag1_bl_crd_acquired1.tgr10, 0x48d
unc_cha_ag1_bl_crd_acquired1.tgr8, 0x18d
unc_cha_ag1_bl_crd_acquired1.tgr9, 0x28d
unc_cha_ag1_bl_crd_occupancy0.tgr0, 0x18e
unc_cha_ag1_bl_crd_occupancy0.tgr1, 0x28e
unc_cha_ag1_bl_crd_occupancy0.tgr2, 0x48e
unc_cha_ag1_bl_crd_occupancy0.tgr3, 0x88e
unc_cha_ag1_bl_crd_occupancy0.tgr4, 0x108e
unc_cha_ag1_bl_crd_occupancy0.tgr5, 0x208e
unc_cha_ag1_bl_crd_occupancy0.tgr6, 0x408e
unc_cha_ag1_bl_crd_occupancy0.tgr7, 0x808e
unc_cha_ag1_bl_crd_occupancy1.tgr10, 0x48f
unc_cha_ag1_bl_crd_occupancy1.tgr8, 0x18f
unc_cha_ag1_bl_crd_occupancy1.tgr9, 0x28f
unc_cha_bypass_cha_imc.intermediate, 0x257
unc_cha_bypass_cha_imc.not_taken, 0x457
unc_cha_bypass_cha_imc.taken, 0x157
unc_cha_cms_clockticks, 0xc0
unc_cha_core_snp.any_gtone, 0xf233
unc_cha_core_snp.any_one, 0xf133
unc_cha_core_snp.core_gtone, 0x4233
unc_cha_core_snp.core_one, 0x4133
unc_cha_core_snp.evict_gtone, 0x8233
unc_cha_core_snp.evict_one, 0x8133
unc_cha_core_snp.ext_gtone, 0x2233
unc_cha_core_snp.ext_one, 0x2133
unc_cha_core_snp.remote_gtone, 0x1233
unc_cha_core_snp.remote_one, 0x1133
unc_cha_counter0_occupancy, 0x1f
unc_cha_dir_lookup.no_snp, 0x253
unc_cha_dir_lookup.snp, 0x153
unc_cha_dir_update.ha, 0x154
unc_cha_dir_update.tor, 0x254
unc_cha_direct_go.ha_suppress_drd, 0x46e
unc_cha_direct_go.ha_suppress_no_d2c, 0x26e
unc_cha_direct_go.ha_tor_dealloc, 0x16e
unc_cha_direct_go_opc.extcmp, 0x16d
unc_cha_direct_go_opc.fast_go, 0x106d
unc_cha_direct_go_opc.fast_go_pull, 0x206d
unc_cha_direct_go_opc.go, 0x46d
unc_cha_direct_go_opc.go_pull, 0x86d
unc_cha_direct_go_opc.idle_due_suppress, 0x806d
unc_cha_direct_go_opc.nop, 0x406d
unc_cha_direct_go_opc.pull, 0x26d
unc_cha_distress_asserted.dpt_local, 0x4af
unc_cha_distress_asserted.dpt_nonlocal, 0x8af
unc_cha_distress_asserted.dpt_stall_iv, 0x40af
unc_cha_distress_asserted.dpt_stall_nocrd, 0x80af
unc_cha_distress_asserted.horz, 0x2af
unc_cha_distress_asserted.pmm_local, 0x10af
unc_cha_distress_asserted.pmm_nonlocal, 0x20af
unc_cha_distress_asserted.vert, 0x1af
unc_cha_egress_ordering.iv_snoopgo_dn, 0x4ba
unc_cha_egress_ordering.iv_snoopgo_up, 0x1ba
unc_cha_hitme_hit.ex_rds, 0x15f
unc_cha_hitme_hit.shared_ownreq, 0x45f
unc_cha_hitme_hit.wbmtoe, 0x85f
unc_cha_hitme_hit.wbmtoi_or_s, 0x105f
unc_cha_hitme_lookup.read, 0x15e
unc_cha_hitme_lookup.write, 0x25e
unc_cha_hitme_miss.notshared_rdinvown, 0x4060
unc_cha_hitme_miss.read_or_inv, 0x8060
unc_cha_hitme_miss.shared_rdinvown, 0x2060
unc_cha_hitme_update.deallocate, 0x1061
unc_cha_hitme_update.deallocate_rspfwdi_loc, 0x161
unc_cha_hitme_update.rdinvown, 0x861
unc_cha_hitme_update.rspfwdi_rem, 0x261
unc_cha_hitme_update.shared, 0x461
unc_cha_horz_ring_ad_in_use.left_even, 0x1b6
unc_cha_horz_ring_ad_in_use.left_odd, 0x2b6
unc_cha_horz_ring_ad_in_use.right_even, 0x4b6
unc_cha_horz_ring_ad_in_use.right_odd, 0x8b6
unc_cha_horz_ring_ak_in_use.left_even, 0x1b7
unc_cha_horz_ring_ak_in_use.left_odd, 0x2b7
unc_cha_horz_ring_ak_in_use.right_even, 0x4b7
unc_cha_horz_ring_ak_in_use.right_odd, 0x8b7
unc_cha_horz_ring_akc_in_use.left_even, 0x1bb
unc_cha_horz_ring_akc_in_use.left_odd, 0x2bb
unc_cha_horz_ring_akc_in_use.right_even, 0x4bb
unc_cha_horz_ring_akc_in_use.right_odd, 0x8bb
unc_cha_horz_ring_bl_in_use.left_even, 0x1b8
unc_cha_horz_ring_bl_in_use.left_odd, 0x2b8
unc_cha_horz_ring_bl_in_use.right_even, 0x4b8
unc_cha_horz_ring_bl_in_use.right_odd, 0x8b8
unc_cha_horz_ring_iv_in_use.left, 0x1b9
unc_cha_horz_ring_iv_in_use.right, 0x4b9
unc_cha_imc_reads_count.normal, 0x159
unc_cha_imc_reads_count.priority, 0x259
unc_cha_imc_writes_count.full, 0x15b
unc_cha_imc_writes_count.full_priority, 0x45b
unc_cha_imc_writes_count.partial, 0x25b
unc_cha_imc_writes_count.partial_priority, 0x85b
unc_cha_llc_lookup.all, 0x1fffff34
unc_cha_llc_lookup.all_remote, 0x1e20ff34
unc_cha_llc_lookup.any_f, 0x34
unc_cha_llc_lookup.code, 0x1bd0ff34
unc_cha_llc_lookup.code_local, 0x19d0ff34
unc_cha_llc_lookup.code_read, 0x1bd0ff34
unc_cha_llc_lookup.code_read_f, 0x34
unc_cha_llc_lookup.code_read_local, 0x19d0ff34
unc_cha_llc_lookup.code_read_miss, 0x1bd00134
unc_cha_llc_lookup.code_read_remote, 0x1a10ff34
unc_cha_llc_lookup.code_remote, 0x1a10ff34
unc_cha_llc_lookup.corepref_or_dmnd_local_f, 0x34
unc_cha_llc_lookup.data_rd, 0x1bc1ff34
unc_cha_llc_lookup.data_read, 0x1bc1ff34
unc_cha_llc_lookup.data_read_all, 0x1fc1ff34
unc_cha_llc_lookup.data_read_f, 0x34
unc_cha_llc_lookup.data_read_local, 0x19c1ff34
unc_cha_llc_lookup.data_read_miss, 0x1bc10134
unc_cha_llc_lookup.data_read_remote, 0x1a01ff34
unc_cha_llc_lookup.dmnd_read_local, 0x841ff34
unc_cha_llc_lookup.e, 0x2034
unc_cha_llc_lookup.f, 0x8034
unc_cha_llc_lookup.flush_inv, 0x1a44ff34
unc_cha_llc_lookup.flush_inv_local, 0x1844ff34
unc_cha_llc_lookup.flush_inv_remote, 0x1a04ff34
unc_cha_llc_lookup.flush_or_inv_f, 0x34
unc_cha_llc_lookup.i, 0x134
unc_cha_llc_lookup.llc_pf_local, 0x189dff34
unc_cha_llc_lookup.llcpref_local, 0x189dff34
unc_cha_llc_lookup.llcpref_local_f, 0x34
unc_cha_llc_lookup.loc_hom, 0xbdfff34
unc_cha_llc_lookup.local_f, 0x34
unc_cha_llc_lookup.locally_homed_address, 0xbdfff34
unc_cha_llc_lookup.m, 0x4034
unc_cha_llc_lookup.miss_all, 0x1fe00134
unc_cha_llc_lookup.other_req_f, 0x34
unc_cha_llc_lookup.pref_or_dmnd_remote_f, 0x34
unc_cha_llc_lookup.read, 0x1bd9ff34
unc_cha_llc_lookup.read_local_loc_hom, 0x9d9ff34
unc_cha_llc_lookup.read_local_rem_hom, 0x11d9ff34
unc_cha_llc_lookup.read_miss, 0x1bd90134
unc_cha_llc_lookup.read_miss_loc_hom, 0xbd90134
unc_cha_llc_lookup.read_miss_rem_hom, 0x13d90134
unc_cha_llc_lookup.read_or_snoop_remote_miss_rem_hom, 0x16190134
unc_cha_llc_lookup.read_remote_loc_hom, 0xa19ff34
unc_cha_llc_lookup.read_sf_hit, 0x1bd90e34
unc_cha_llc_lookup.rem_hom, 0x15dfff34
unc_cha_llc_lookup.remote_f, 0x34
unc_cha_llc_lookup.remote_snoop_f, 0x34
unc_cha_llc_lookup.remote_snp, 0x1c19ff34
unc_cha_llc_lookup.remotely_homed_address, 0x15dfff34
unc_cha_llc_lookup.rfo, 0x1bc8ff34
unc_cha_llc_lookup.rfo_f, 0x34
unc_cha_llc_lookup.rfo_local, 0x19c8ff34
unc_cha_llc_lookup.rfo_miss, 0x1bc80134
unc_cha_llc_lookup.rfo_pref_local, 0x888ff34
unc_cha_llc_lookup.rfo_remote, 0x1a08ff34
unc_cha_llc_lookup.s, 0x1034
unc_cha_llc_lookup.sf_e, 0x434
unc_cha_llc_lookup.sf_h, 0x834
unc_cha_llc_lookup.sf_s, 0x234
unc_cha_llc_lookup.write_local, 0x842ff34
unc_cha_llc_lookup.write_remote, 0x17c2ff34
unc_cha_llc_lookup.writes_and_other, 0x1a42ff34
unc_cha_llc_victims.all, 0xf37
unc_cha_llc_victims.e_state, 0x237
unc_cha_llc_victims.local_all, 0x200f37
unc_cha_llc_victims.local_e, 0x200237
unc_cha_llc_victims.local_m, 0x200137
unc_cha_llc_victims.local_only, 0x37
unc_cha_llc_victims.local_s, 0x200437
unc_cha_llc_victims.m_state, 0x137
unc_cha_llc_victims.remote_all, 0x800f37
unc_cha_llc_victims.remote_e, 0x800237
unc_cha_llc_victims.remote_m, 0x800137
unc_cha_llc_victims.remote_only, 0x37
unc_cha_llc_victims.remote_s, 0x800437
unc_cha_llc_victims.s_state, 0x437
unc_cha_misc.cv0_pref_miss, 0x2039
unc_cha_misc.cv0_pref_vic, 0x1039
unc_cha_misc.rfo_hit_s, 0x839
unc_cha_misc.rspi_was_fse, 0x139
unc_cha_misc.wc_aliasing, 0x239
unc_cha_misc_external.mbe_inst0, 0x1e6
unc_cha_misc_external.mbe_inst1, 0x2e6
unc_cha_osb.local_invitoe, 0x155
unc_cha_osb.local_read, 0x255
unc_cha_osb.off_pwrheuristic, 0x2055
unc_cha_osb.remote_read, 0x455
unc_cha_osb.remote_readinvitoe, 0x855
unc_cha_osb.rfo_hits_snp_bcast, 0x1055
unc_cha_pipe_reject.adegrcredit, 0x42
unc_cha_pipe_reject.akegrcredit, 0x42
unc_cha_pipe_reject.allrsfways_res, 0x42
unc_cha_pipe_reject.blegrcredit, 0x42
unc_cha_pipe_reject.fsf_vicp, 0x42
unc_cha_pipe_reject.gotrack_allowsnp, 0x442
unc_cha_pipe_reject.gotrack_allwayrsv, 0x1042
unc_cha_pipe_reject.gotrack_pamatch, 0x242
unc_cha_pipe_reject.gotrack_waymatch, 0x842
unc_cha_pipe_reject.hacredit, 0x42
unc_cha_pipe_reject.idx_inpipe, 0x42
unc_cha_pipe_reject.ipq_setmatch_vicp, 0x42
unc_cha_pipe_reject.irq_pmm, 0x2042
unc_cha_pipe_reject.irq_setmatch_vicp, 0x42
unc_cha_pipe_reject.ismq_setmatch_vicp, 0x42
unc_cha_pipe_reject.ivegrcredit, 0x42
unc_cha_pipe_reject.llc_ways_res, 0x42
unc_cha_pipe_reject.notallowsnoop, 0x42
unc_cha_pipe_reject.one_fsf_vic, 0x42
unc_cha_pipe_reject.one_rsp_con, 0x42
unc_cha_pipe_reject.pmm_memmode_tor_match, 0x42
unc_cha_pipe_reject.pmm_memmode_tormatch_multi, 0x42
unc_cha_pipe_reject.prq_pmm, 0x4042
unc_cha_pipe_reject.ptl_inpipe, 0x8042
unc_cha_pipe_reject.rmw_setmatch, 0x142
unc_cha_pipe_reject.rrq_setmatch_vicp, 0x42
unc_cha_pipe_reject.setmatchentrywsct, 0x42
unc_cha_pipe_reject.sf_ways_res, 0x42
unc_cha_pipe_reject.topa_match, 0x42
unc_cha_pipe_reject.torid_match_go_p, 0x42
unc_cha_pipe_reject.vn_ad_req, 0x42
unc_cha_pipe_reject.vn_ad_rsp, 0x42
unc_cha_pipe_reject.vn_bl_rsp, 0x42
unc_cha_pipe_reject.way_match, 0x42
unc_cha_pmm_memmode_nm_invitox.local, 0x165
unc_cha_pmm_memmode_nm_invitox.remote, 0x265
unc_cha_pmm_memmode_nm_invitox.setconflict, 0x465
unc_cha_pmm_memmode_nm_setconflicts.llc, 0x264
unc_cha_pmm_memmode_nm_setconflicts.sf, 0x164
unc_cha_pmm_memmode_nm_setconflicts.tor, 0x464
unc_cha_pmm_memmode_nm_setconflicts2.iodc, 0x170
unc_cha_pmm_memmode_nm_setconflicts2.memwr, 0x270
unc_cha_pmm_memmode_nm_setconflicts2.memwrni, 0x470
unc_cha_pmm_qos.ddr4_fast_insert, 0x266
unc_cha_pmm_qos.rej_irq, 0x866
unc_cha_pmm_qos.slow_insert, 0x166
unc_cha_pmm_qos.slowtorq_skip, 0x4066
unc_cha_pmm_qos.throttle, 0x466
unc_cha_pmm_qos.throttle_irq, 0x2066
unc_cha_pmm_qos.throttle_prq, 0x1066
unc_cha_pmm_qos_occupancy.ddr_fast_fifo, 0x267
unc_cha_pmm_qos_occupancy.ddr_slow_fifo, 0x167
unc_cha_read_no_credits.mc0, 0x158
unc_cha_read_no_credits.mc1, 0x258
unc_cha_read_no_credits.mc10, 0x58
unc_cha_read_no_credits.mc11, 0x58
unc_cha_read_no_credits.mc12, 0x58
unc_cha_read_no_credits.mc13, 0x58
unc_cha_read_no_credits.mc2, 0x458
unc_cha_read_no_credits.mc3, 0x858
unc_cha_read_no_credits.mc4, 0x1058
unc_cha_read_no_credits.mc5, 0x2058
unc_cha_read_no_credits.mc6, 0x4058
unc_cha_read_no_credits.mc7, 0x8058
unc_cha_read_no_credits.mc8, 0x58
unc_cha_read_no_credits.mc9, 0x58
unc_cha_requests.invitoe, 0x3050
unc_cha_requests.invitoe_local, 0x1050
unc_cha_requests.invitoe_remote, 0x2050
unc_cha_requests.reads, 0x350
unc_cha_requests.reads_local, 0x150
unc_cha_requests.reads_remote, 0x250
unc_cha_requests.writes, 0xc50
unc_cha_requests.writes_local, 0x450
unc_cha_requests.writes_remote, 0x850
unc_cha_ring_bounces_horz.ad, 0x1ac
unc_cha_ring_bounces_horz.ak, 0x2ac
unc_cha_ring_bounces_horz.bl, 0x4ac
unc_cha_ring_bounces_horz.iv, 0x8ac
unc_cha_ring_bounces_vert.ad, 0x1aa
unc_cha_ring_bounces_vert.ak, 0x2aa
unc_cha_ring_bounces_vert.akc, 0x10aa
unc_cha_ring_bounces_vert.bl, 0x4aa
unc_cha_ring_bounces_vert.iv, 0x8aa
unc_cha_ring_sink_starved_horz.ad, 0x1ad
unc_cha_ring_sink_starved_horz.ak, 0x2ad
unc_cha_ring_sink_starved_horz.ak_ag1, 0x20ad
unc_cha_ring_sink_starved_horz.bl, 0x4ad
unc_cha_ring_sink_starved_horz.iv, 0x8ad
unc_cha_ring_sink_starved_vert.ad, 0x1ab
unc_cha_ring_sink_starved_vert.ak, 0x2ab
unc_cha_ring_sink_starved_vert.akc, 0x10ab
unc_cha_ring_sink_starved_vert.bl, 0x4ab
unc_cha_ring_sink_starved_vert.iv, 0x8ab
unc_cha_ring_src_thrtl, 0xae
unc_cha_rxc_inserts.ipq, 0x413
unc_cha_rxc_inserts.irq, 0x113
unc_cha_rxc_inserts.irq_rej, 0x213
unc_cha_rxc_inserts.prq, 0x1013
unc_cha_rxc_inserts.prq_rej, 0x2013
unc_cha_rxc_inserts.rrq, 0x4013
unc_cha_rxc_inserts.wbq, 0x8013
unc_cha_rxc_ipq0_reject.ad_req_vn0, 0x122
unc_cha_rxc_ipq0_reject.ad_rsp_vn0, 0x222
unc_cha_rxc_ipq0_reject.ak_non_upi, 0x4022
unc_cha_rxc_ipq0_reject.bl_ncb_vn0, 0x1022
unc_cha_rxc_ipq0_reject.bl_ncs_vn0, 0x2022
unc_cha_rxc_ipq0_reject.bl_rsp_vn0, 0x422
unc_cha_rxc_ipq0_reject.bl_wb_vn0, 0x822
unc_cha_rxc_ipq0_reject.iv_non_upi, 0x8022
unc_cha_rxc_ipq1_reject.allow_snp, 0x4023
unc_cha_rxc_ipq1_reject.any0, 0x123
unc_cha_rxc_ipq1_reject.ha, 0x223
unc_cha_rxc_ipq1_reject.llc_or_sf_way, 0x2023
unc_cha_rxc_ipq1_reject.llc_victim, 0x423
unc_cha_rxc_ipq1_reject.pa_match, 0x8023
unc_cha_rxc_ipq1_reject.sf_victim, 0x823
unc_cha_rxc_ipq1_reject.victim, 0x1023
unc_cha_rxc_irq0_reject.ad_req_vn0, 0x118
unc_cha_rxc_irq0_reject.ad_rsp_vn0, 0x218
unc_cha_rxc_irq0_reject.ak_non_upi, 0x4018
unc_cha_rxc_irq0_reject.bl_ncb_vn0, 0x1018
unc_cha_rxc_irq0_reject.bl_ncs_vn0, 0x2018
unc_cha_rxc_irq0_reject.bl_rsp_vn0, 0x418
unc_cha_rxc_irq0_reject.bl_wb_vn0, 0x818
unc_cha_rxc_irq0_reject.iv_non_upi, 0x8018
unc_cha_rxc_irq1_reject.allow_snp, 0x4019
unc_cha_rxc_irq1_reject.any0, 0x119
unc_cha_rxc_irq1_reject.ha, 0x219
unc_cha_rxc_irq1_reject.llc_or_sf_way, 0x2019
unc_cha_rxc_irq1_reject.llc_victim, 0x419
unc_cha_rxc_irq1_reject.pa_match, 0x8019
unc_cha_rxc_irq1_reject.sf_victim, 0x819
unc_cha_rxc_irq1_reject.victim, 0x1019
unc_cha_rxc_ismq0_reject.ad_req_vn0, 0x124
unc_cha_rxc_ismq0_reject.ad_rsp_vn0, 0x224
unc_cha_rxc_ismq0_reject.ak_non_upi, 0x4024
unc_cha_rxc_ismq0_reject.bl_ncb_vn0, 0x1024
unc_cha_rxc_ismq0_reject.bl_ncs_vn0, 0x2024
unc_cha_rxc_ismq0_reject.bl_rsp_vn0, 0x424
unc_cha_rxc_ismq0_reject.bl_wb_vn0, 0x824
unc_cha_rxc_ismq0_reject.iv_non_upi, 0x8024
unc_cha_rxc_ismq0_retry.ad_req_vn0, 0x12c
unc_cha_rxc_ismq0_retry.ad_rsp_vn0, 0x22c
unc_cha_rxc_ismq0_retry.ak_non_upi, 0x402c
unc_cha_rxc_ismq0_retry.bl_ncb_vn0, 0x102c
unc_cha_rxc_ismq0_retry.bl_ncs_vn0, 0x202c
unc_cha_rxc_ismq0_retry.bl_rsp_vn0, 0x42c
unc_cha_rxc_ismq0_retry.bl_wb_vn0, 0x82c
unc_cha_rxc_ismq0_retry.iv_non_upi, 0x802c
unc_cha_rxc_ismq1_reject.any0, 0x125
unc_cha_rxc_ismq1_reject.ha, 0x225
unc_cha_rxc_ismq1_retry.any0, 0x12d
unc_cha_rxc_ismq1_retry.ha, 0x22d
unc_cha_rxc_occupancy.ipq, 0x411
unc_cha_rxc_occupancy.irq, 0x111
unc_cha_rxc_occupancy.rrq, 0x4011
unc_cha_rxc_occupancy.wbq, 0x8011
unc_cha_rxc_other0_retry.ad_req_vn0, 0x12e
unc_cha_rxc_other0_retry.ad_rsp_vn0, 0x22e
unc_cha_rxc_other0_retry.ak_non_upi, 0x402e
unc_cha_rxc_other0_retry.bl_ncb_vn0, 0x102e
unc_cha_rxc_other0_retry.bl_ncs_vn0, 0x202e
unc_cha_rxc_other0_retry.bl_rsp_vn0, 0x42e
unc_cha_rxc_other0_retry.bl_wb_vn0, 0x82e
unc_cha_rxc_other0_retry.iv_non_upi, 0x802e
unc_cha_rxc_other1_retry.allow_snp, 0x402f
unc_cha_rxc_other1_retry.any0, 0x12f
unc_cha_rxc_other1_retry.ha, 0x22f
unc_cha_rxc_other1_retry.llc_or_sf_way, 0x202f
unc_cha_rxc_other1_retry.llc_victim, 0x42f
unc_cha_rxc_other1_retry.pa_match, 0x802f
unc_cha_rxc_other1_retry.sf_victim, 0x82f
unc_cha_rxc_other1_retry.victim, 0x102f
unc_cha_rxc_prq0_reject.ad_req_vn0, 0x120
unc_cha_rxc_prq0_reject.ad_rsp_vn0, 0x220
unc_cha_rxc_prq0_reject.ak_non_upi, 0x4020
unc_cha_rxc_prq0_reject.bl_ncb_vn0, 0x1020
unc_cha_rxc_prq0_reject.bl_ncs_vn0, 0x2020
unc_cha_rxc_prq0_reject.bl_rsp_vn0, 0x420
unc_cha_rxc_prq0_reject.bl_wb_vn0, 0x820
unc_cha_rxc_prq0_reject.iv_non_upi, 0x8020
unc_cha_rxc_prq1_reject.allow_snp, 0x4021
unc_cha_rxc_prq1_reject.any0, 0x121
unc_cha_rxc_prq1_reject.ha, 0x221
unc_cha_rxc_prq1_reject.llc_or_sf_way, 0x2021
unc_cha_rxc_prq1_reject.llc_victim, 0x421
unc_cha_rxc_prq1_reject.pa_match, 0x8021
unc_cha_rxc_prq1_reject.sf_victim, 0x821
unc_cha_rxc_prq1_reject.victim, 0x1021
unc_cha_rxc_req_q0_retry.ad_req_vn0, 0x12a
unc_cha_rxc_req_q0_retry.ad_rsp_vn0, 0x22a
unc_cha_rxc_req_q0_retry.ak_non_upi, 0x402a
unc_cha_rxc_req_q0_retry.bl_ncb_vn0, 0x102a
unc_cha_rxc_req_q0_retry.bl_ncs_vn0, 0x202a
unc_cha_rxc_req_q0_retry.bl_rsp_vn0, 0x42a
unc_cha_rxc_req_q0_retry.bl_wb_vn0, 0x82a
unc_cha_rxc_req_q0_retry.iv_non_upi, 0x802a
unc_cha_rxc_req_q1_retry.allow_snp, 0x402b
unc_cha_rxc_req_q1_retry.any0, 0x12b
unc_cha_rxc_req_q1_retry.ha, 0x22b
unc_cha_rxc_req_q1_retry.llc_or_sf_way, 0x202b
unc_cha_rxc_req_q1_retry.llc_victim, 0x42b
unc_cha_rxc_req_q1_retry.pa_match, 0x802b
unc_cha_rxc_req_q1_retry.sf_victim, 0x82b
unc_cha_rxc_req_q1_retry.victim, 0x102b
unc_cha_rxc_rrq0_reject.ad_req_vn0, 0x126
unc_cha_rxc_rrq0_reject.ad_rsp_vn0, 0x226
unc_cha_rxc_rrq0_reject.ak_non_upi, 0x4026
unc_cha_rxc_rrq0_reject.bl_ncb_vn0, 0x1026
unc_cha_rxc_rrq0_reject.bl_ncs_vn0, 0x2026
unc_cha_rxc_rrq0_reject.bl_rsp_vn0, 0x426
unc_cha_rxc_rrq0_reject.bl_wb_vn0, 0x826
unc_cha_rxc_rrq0_reject.iv_non_upi, 0x8026
unc_cha_rxc_rrq1_reject.allow_snp, 0x4027
unc_cha_rxc_rrq1_reject.any0, 0x127
unc_cha_rxc_rrq1_reject.ha, 0x227
unc_cha_rxc_rrq1_reject.llc_or_sf_way, 0x2027
unc_cha_rxc_rrq1_reject.llc_victim, 0x427
unc_cha_rxc_rrq1_reject.pa_match, 0x8027
unc_cha_rxc_rrq1_reject.sf_victim, 0x827
unc_cha_rxc_rrq1_reject.victim, 0x1027
unc_cha_rxc_wbq0_reject.ad_req_vn0, 0x128
unc_cha_rxc_wbq0_reject.ad_rsp_vn0, 0x228
unc_cha_rxc_wbq0_reject.ak_non_upi, 0x4028
unc_cha_rxc_wbq0_reject.bl_ncb_vn0, 0x1028
unc_cha_rxc_wbq0_reject.bl_ncs_vn0, 0x2028
unc_cha_rxc_wbq0_reject.bl_rsp_vn0, 0x428
unc_cha_rxc_wbq0_reject.bl_wb_vn0, 0x828
unc_cha_rxc_wbq0_reject.iv_non_upi, 0x8028
unc_cha_rxc_wbq1_reject.allow_snp, 0x4029
unc_cha_rxc_wbq1_reject.any0, 0x129
unc_cha_rxc_wbq1_reject.ha, 0x229
unc_cha_rxc_wbq1_reject.llc_or_sf_way, 0x2029
unc_cha_rxc_wbq1_reject.llc_victim, 0x429
unc_cha_rxc_wbq1_reject.pa_match, 0x8029
unc_cha_rxc_wbq1_reject.sf_victim, 0x829
unc_cha_rxc_wbq1_reject.victim, 0x1029
unc_cha_rxr_busy_starved.ad_all, 0x11e5
unc_cha_rxr_busy_starved.ad_crd, 0x10e5
unc_cha_rxr_busy_starved.ad_uncrd, 0x1e5
unc_cha_rxr_busy_starved.bl_all, 0x44e5
unc_cha_rxr_busy_starved.bl_crd, 0x40e5
unc_cha_rxr_busy_starved.bl_uncrd, 0x4e5
unc_cha_rxr_bypass.ad_all, 0x11e2
unc_cha_rxr_bypass.ad_crd, 0x10e2
unc_cha_rxr_bypass.ad_uncrd, 0x1e2
unc_cha_rxr_bypass.ak, 0x2e2
unc_cha_rxr_bypass.akc_uncrd, 0x80e2
unc_cha_rxr_bypass.bl_all, 0x44e2
unc_cha_rxr_bypass.bl_crd, 0x40e2
unc_cha_rxr_bypass.bl_uncrd, 0x4e2
unc_cha_rxr_bypass.iv, 0x8e2
unc_cha_rxr_crd_starved.ad_all, 0x11e3
unc_cha_rxr_crd_starved.ad_crd, 0x10e3
unc_cha_rxr_crd_starved.ad_uncrd, 0x1e3
unc_cha_rxr_crd_starved.ak, 0x2e3
unc_cha_rxr_crd_starved.bl_all, 0x44e3
unc_cha_rxr_crd_starved.bl_crd, 0x40e3
unc_cha_rxr_crd_starved.bl_uncrd, 0x4e3
unc_cha_rxr_crd_starved.ifv, 0x80e3
unc_cha_rxr_crd_starved.iv, 0x8e3
unc_cha_rxr_crd_starved_1, 0xe4
unc_cha_rxr_inserts.ad_all, 0x11e1
unc_cha_rxr_inserts.ad_crd, 0x10e1
unc_cha_rxr_inserts.ad_uncrd, 0x1e1
unc_cha_rxr_inserts.ak, 0x2e1
unc_cha_rxr_inserts.akc_uncrd, 0x80e1
unc_cha_rxr_inserts.bl_all, 0x44e1
unc_cha_rxr_inserts.bl_crd, 0x40e1
unc_cha_rxr_inserts.bl_uncrd, 0x4e1
unc_cha_rxr_inserts.iv, 0x8e1
unc_cha_rxr_occupancy.ad_all, 0x11e0
unc_cha_rxr_occupancy.ad_crd, 0x10e0
unc_cha_rxr_occupancy.ad_uncrd, 0x1e0
unc_cha_rxr_occupancy.ak, 0x2e0
unc_cha_rxr_occupancy.akc_uncrd, 0x80e0
unc_cha_rxr_occupancy.bl_all, 0x44e0
unc_cha_rxr_occupancy.bl_crd, 0x20e0
unc_cha_rxr_occupancy.bl_uncrd, 0x4e0
unc_cha_rxr_occupancy.iv, 0x8e0
unc_cha_sf_eviction.e_state, 0x23d
unc_cha_sf_eviction.m_state, 0x13d
unc_cha_sf_eviction.s_state, 0x43d
unc_cha_snoop_resp.rspcnflct, 0x405c
unc_cha_snoop_resp.rspfwd, 0x805c
unc_cha_snoop_resp.rspfwdwb, 0x205c
unc_cha_snoop_resp.rspi, 0x15c
unc_cha_snoop_resp.rspifwd, 0x45c
unc_cha_snoop_resp.rsps, 0x25c
unc_cha_snoop_resp.rspsfwd, 0x85c
unc_cha_snoop_resp.rspwb, 0x105c
unc_cha_snoop_resp_local.rspcnflct, 0x405d
unc_cha_snoop_resp_local.rspfwd, 0x805d
unc_cha_snoop_resp_local.rspfwdwb, 0x205d
unc_cha_snoop_resp_local.rspi, 0x15d
unc_cha_snoop_resp_local.rspifwd, 0x45d
unc_cha_snoop_resp_local.rsps, 0x25d
unc_cha_snoop_resp_local.rspsfwd, 0x85d
unc_cha_snoop_resp_local.rspwb, 0x105d
unc_cha_snoop_rsp_misc.mtoi_rspdatam, 0x26b
