arith.divider_active, 0x914
unc_m2m_distress_asserted.pmm_nonlocal, 0x20af
unc_m2m_distress_asserted.vert, 0x1af
unc_m2m_distress_pmm, 0xf2
unc_m2m_distress_pmm_memmode, 0xf1
unc_m2m_egress_ordering.iv_snoopgo_dn, 0x4ba
unc_m2m_egress_ordering.iv_snoopgo_up, 0x1ba
unc_m2m_horz_ring_ad_in_use.left_even, 0x1b6
unc_m2m_horz_ring_ad_in_use.left_odd, 0x2b6
unc_m2m_horz_ring_ad_in_use.right_even, 0x4b6
unc_m2m_horz_ring_ad_in_use.right_odd, 0x8b6
unc_m2m_horz_ring_ak_in_use.left_even, 0x1b7
unc_m2m_horz_ring_ak_in_use.left_odd, 0x2b7
unc_m2m_horz_ring_ak_in_use.right_even, 0x4b7
unc_m2m_horz_ring_ak_in_use.right_odd, 0x8b7
unc_m2m_horz_ring_akc_in_use.left_even, 0x1bb
unc_m2m_horz_ring_akc_in_use.left_odd, 0x2bb
unc_m2m_horz_ring_akc_in_use.right_even, 0x4bb
unc_m2m_horz_ring_akc_in_use.right_odd, 0x8bb
unc_m2m_horz_ring_bl_in_use.left_even, 0x1b8
unc_m2m_horz_ring_bl_in_use.left_odd, 0x2b8
unc_m2m_horz_ring_bl_in_use.right_even, 0x4b8
unc_m2m_horz_ring_bl_in_use.right_odd, 0x8b8
unc_m2m_horz_ring_iv_in_use.left, 0x1b9
unc_m2m_horz_ring_iv_in_use.right, 0x4b9
unc_m2m_imc_reads.all, 0x70437
unc_m2m_imc_reads.ch0_all, 0x10437
unc_m2m_imc_reads.ch0_from_tgr, 0x14037
unc_m2m_imc_reads.ch0_isoch, 0x10237
unc_m2m_imc_reads.ch0_normal, 0x10137
unc_m2m_imc_reads.ch0_to_ddr_as_cache, 0x11037
unc_m2m_imc_reads.ch0_to_ddr_as_mem, 0x10837
unc_m2m_imc_reads.ch0_to_pmm, 0x12037
unc_m2m_imc_reads.ch1_all, 0x20437
unc_m2m_imc_reads.ch1_from_tgr, 0x24037
unc_m2m_imc_reads.ch1_isoch, 0x20237
unc_m2m_imc_reads.ch1_normal, 0x20137
unc_m2m_imc_reads.ch1_to_ddr_as_cache, 0x21037
unc_m2m_imc_reads.ch1_to_ddr_as_mem, 0x20837
unc_m2m_imc_reads.ch1_to_pmm, 0x22037
unc_m2m_imc_reads.ch2_from_tgr, 0x44037
unc_m2m_imc_reads.from_tgr, 0x74037
unc_m2m_imc_reads.isoch, 0x70237
unc_m2m_imc_reads.normal, 0x70137
unc_m2m_imc_reads.to_ddr_as_cache, 0x71037
unc_m2m_imc_reads.to_ddr_as_mem, 0x70837
unc_m2m_imc_reads.to_pmm, 0x72037
unc_m2m_imc_writes.all, 0x1c1038
unc_m2m_imc_writes.ch0_all, 0x41038
unc_m2m_imc_writes.ch0_from_tgr, 0x38
unc_m2m_imc_writes.ch0_full, 0x40138
unc_m2m_imc_writes.ch0_full_isoch, 0x40438
unc_m2m_imc_writes.ch0_ni, 0x38
unc_m2m_imc_writes.ch0_ni_miss, 0x38
unc_m2m_imc_writes.ch0_partial, 0x40238
unc_m2m_imc_writes.ch0_partial_isoch, 0x40838
unc_m2m_imc_writes.ch0_to_ddr_as_cache, 0x44038
unc_m2m_imc_writes.ch0_to_ddr_as_mem, 0x42038
unc_m2m_imc_writes.ch0_to_pmm, 0x48038
unc_m2m_imc_writes.ch1_all, 0x81038
unc_m2m_imc_writes.ch1_from_tgr, 0x38
unc_m2m_imc_writes.ch1_full, 0x80138
unc_m2m_imc_writes.ch1_full_isoch, 0x80438
unc_m2m_imc_writes.ch1_ni, 0x38
unc_m2m_imc_writes.ch1_ni_miss, 0x38
unc_m2m_imc_writes.ch1_partial, 0x80238
unc_m2m_imc_writes.ch1_partial_isoch, 0x80838
unc_m2m_imc_writes.ch1_to_ddr_as_cache, 0x84038
unc_m2m_imc_writes.ch1_to_ddr_as_mem, 0x82038
unc_m2m_imc_writes.ch1_to_pmm, 0x88038
unc_m2m_imc_writes.from_tgr, 0x38
unc_m2m_imc_writes.full, 0x1c0138
unc_m2m_imc_writes.full_isoch, 0x1c0438
unc_m2m_imc_writes.ni, 0x38
unc_m2m_imc_writes.ni_miss, 0x38
unc_m2m_imc_writes.partial, 0x1c0238
unc_m2m_imc_writes.partial_isoch, 0x1c0838
unc_m2m_imc_writes.to_ddr_as_cache, 0x1c4038
unc_m2m_imc_writes.to_ddr_as_mem, 0x1c2038
unc_m2m_imc_writes.to_pmm, 0x1c8038
unc_m2m_mirr_wrq_inserts, 0x64
unc_m2m_mirr_wrq_occupancy, 0x65
unc_m2m_misc_external.mbe_inst0, 0x1e6
unc_m2m_misc_external.mbe_inst1, 0x2e6
unc_m2m_pkt_match.mc, 0x24c
unc_m2m_pkt_match.mesh, 0x14c
unc_m2m_prefcam_cis_drops, 0x73
unc_m2m_prefcam_cycles_full.allch, 0x76b
unc_m2m_prefcam_cycles_full.ch0, 0x16b
unc_m2m_prefcam_cycles_full.ch1, 0x26b
unc_m2m_prefcam_cycles_full.ch2, 0x46b
unc_m2m_prefcam_cycles_ne.allch, 0x76c
unc_m2m_prefcam_cycles_ne.ch0, 0x16c
unc_m2m_prefcam_cycles_ne.ch1, 0x26c
unc_m2m_prefcam_cycles_ne.ch2, 0x46c
unc_m2m_prefcam_deallocs.ch0_hita0_inval, 0x16e
unc_m2m_prefcam_deallocs.ch0_hita1_inval, 0x26e
unc_m2m_prefcam_deallocs.ch0_miss_inval, 0x46e
unc_m2m_prefcam_deallocs.ch0_rsp_pdreset, 0x86e
unc_m2m_prefcam_deallocs.ch1_hita0_inval, 0x106e
unc_m2m_prefcam_deallocs.ch1_hita1_inval, 0x206e
unc_m2m_prefcam_deallocs.ch1_miss_inval, 0x406e
unc_m2m_prefcam_deallocs.ch1_rsp_pdreset, 0x806e
unc_m2m_prefcam_deallocs.ch2_hita0_inval, 0x6e
unc_m2m_prefcam_deallocs.ch2_hita1_inval, 0x6e
unc_m2m_prefcam_deallocs.ch2_miss_inval, 0x6e
unc_m2m_prefcam_deallocs.ch2_rsp_pdreset, 0x6e
unc_m2m_prefcam_demand_drops.ch0_upi, 0x26f
unc_m2m_prefcam_demand_drops.ch0_xpt, 0x16f
unc_m2m_prefcam_demand_drops.ch1_upi, 0x86f
unc_m2m_prefcam_demand_drops.ch1_xpt, 0x46f
unc_m2m_prefcam_demand_drops.ch2_upi, 0x206f
unc_m2m_prefcam_demand_drops.ch2_xpt, 0x106f
unc_m2m_prefcam_demand_drops.upi_allch, 0x2a6f
unc_m2m_prefcam_demand_drops.xpt_allch, 0x156f
unc_m2m_prefcam_demand_merge.ch0_xptupi, 0x174
unc_m2m_prefcam_demand_merge.ch1_xptupi, 0x474
unc_m2m_prefcam_demand_merge.ch2_xptupi, 0x1074
unc_m2m_prefcam_demand_merge.xptupi_allch, 0x1574
unc_m2m_prefcam_demand_no_merge.ch0_xptupi, 0x175
unc_m2m_prefcam_demand_no_merge.ch1_xptupi, 0x475
unc_m2m_prefcam_demand_no_merge.ch2_xptupi, 0x1075
unc_m2m_prefcam_demand_no_merge.xptupi_allch, 0x1575
unc_m2m_prefcam_drop_reasons_ch0.errorblk_rxc, 0x1070
unc_m2m_prefcam_drop_reasons_ch0.not_pf_sad_region, 0x270
unc_m2m_prefcam_drop_reasons_ch0.pf_ad_crd, 0x2070
unc_m2m_prefcam_drop_reasons_ch0.pf_cam_full, 0x4070
unc_m2m_prefcam_drop_reasons_ch0.pf_cam_hit, 0x470
unc_m2m_prefcam_drop_reasons_ch0.pf_secure_drop, 0x170
unc_m2m_prefcam_drop_reasons_ch0.rpq_proxy, 0x70
unc_m2m_prefcam_drop_reasons_ch0.stop_b2b, 0x870
unc_m2m_prefcam_drop_reasons_ch0.upi_thresh, 0x70
unc_m2m_prefcam_drop_reasons_ch0.wpq_proxy, 0x8070
unc_m2m_prefcam_drop_reasons_ch0.xpt_thresh, 0x70
unc_m2m_prefcam_drop_reasons_ch1.errorblk_rxc, 0x1071
unc_m2m_prefcam_drop_reasons_ch1.not_pf_sad_region, 0x271
unc_m2m_prefcam_drop_reasons_ch1.pf_ad_crd, 0x2071
unc_m2m_prefcam_drop_reasons_ch1.pf_cam_full, 0x4071
unc_m2m_prefcam_drop_reasons_ch1.pf_cam_hit, 0x471
unc_m2m_prefcam_drop_reasons_ch1.pf_secure_drop, 0x171
unc_m2m_prefcam_drop_reasons_ch1.rpq_proxy, 0x71
unc_m2m_prefcam_drop_reasons_ch1.stop_b2b, 0x871
unc_m2m_prefcam_drop_reasons_ch1.upi_thresh, 0x71
unc_m2m_prefcam_drop_reasons_ch1.wpq_proxy, 0x8071
unc_m2m_prefcam_drop_reasons_ch1.xpt_thresh, 0x71
unc_m2m_prefcam_drop_reasons_ch2.errorblk_rxc, 0x1072
unc_m2m_prefcam_drop_reasons_ch2.not_pf_sad_region, 0x272
unc_m2m_prefcam_drop_reasons_ch2.pf_ad_crd, 0x2072
unc_m2m_prefcam_drop_reasons_ch2.pf_cam_full, 0x4072
unc_m2m_prefcam_drop_reasons_ch2.pf_cam_hit, 0x472
unc_m2m_prefcam_drop_reasons_ch2.pf_secure_drop, 0x172
unc_m2m_prefcam_drop_reasons_ch2.rpq_proxy, 0x72
unc_m2m_prefcam_drop_reasons_ch2.stop_b2b, 0x872
unc_m2m_prefcam_drop_reasons_ch2.upi_thresh, 0x72
unc_m2m_prefcam_drop_reasons_ch2.wpq_proxy, 0x8072
unc_m2m_prefcam_drop_reasons_ch2.xpt_thresh, 0x72
unc_m2m_prefcam_inserts.ch0_upi, 0x26d
unc_m2m_prefcam_inserts.ch0_xpt, 0x16d
unc_m2m_prefcam_inserts.ch1_upi, 0x86d
unc_m2m_prefcam_inserts.ch1_xpt, 0x46d
unc_m2m_prefcam_inserts.ch2_upi, 0x206d
unc_m2m_prefcam_inserts.ch2_xpt, 0x106d
unc_m2m_prefcam_inserts.upi_allch, 0x2a6d
unc_m2m_prefcam_inserts.xpt_allch, 0x156d
unc_m2m_prefcam_occupancy.allch, 0x76a
unc_m2m_prefcam_occupancy.ch0, 0x16a
unc_m2m_prefcam_occupancy.ch1, 0x26a
unc_m2m_prefcam_occupancy.ch2, 0x46a
unc_m2m_prefcam_resp_miss.allch, 0x776
unc_m2m_prefcam_resp_miss.ch0, 0x176
unc_m2m_prefcam_resp_miss.ch1, 0x276
unc_m2m_prefcam_resp_miss.ch2, 0x476
unc_m2m_prefcam_rxc_cycles_ne, 0x79
unc_m2m_prefcam_rxc_deallocs.1lm_posted, 0x27a
unc_m2m_prefcam_rxc_deallocs.cis, 0x87a
unc_m2m_prefcam_rxc_deallocs.pmm_memmode_accept, 0x47a
unc_m2m_prefcam_rxc_deallocs.squashed, 0x17a
unc_m2m_prefcam_rxc_inserts, 0x78
unc_m2m_prefcam_rxc_occupancy, 0x77
unc_m2m_ring_bounces_horz.ad, 0x1ac
unc_m2m_ring_bounces_horz.ak, 0x2ac
unc_m2m_ring_bounces_horz.bl, 0x4ac
unc_m2m_ring_bounces_horz.iv, 0x8ac
unc_m2m_ring_bounces_vert.ad, 0x1aa
unc_m2m_ring_bounces_vert.ak, 0x2aa
unc_m2m_ring_bounces_vert.akc, 0x10aa
unc_m2m_ring_bounces_vert.bl, 0x4aa
unc_m2m_ring_bounces_vert.iv, 0x8aa
unc_m2m_ring_sink_starved_horz.ad, 0x1ad
unc_m2m_ring_sink_starved_horz.ak, 0x2ad
unc_m2m_ring_sink_starved_horz.ak_ag1, 0x20ad
unc_m2m_ring_sink_starved_horz.bl, 0x4ad
unc_m2m_ring_sink_starved_horz.iv, 0x8ad
unc_m2m_ring_sink_starved_vert.ad, 0x1ab
unc_m2m_ring_sink_starved_vert.ak, 0x2ab
unc_m2m_ring_sink_starved_vert.akc, 0x10ab
unc_m2m_ring_sink_starved_vert.bl, 0x4ab
unc_m2m_ring_sink_starved_vert.iv, 0x8ab
unc_m2m_ring_src_thrtl, 0xae
unc_m2m_rpq_no_reg_crd.ch0, 0x143
unc_m2m_rpq_no_reg_crd.ch1, 0x243
unc_m2m_rpq_no_reg_crd.ch2, 0x443
unc_m2m_rpq_no_reg_crd_pmm.chn0, 0x14f
unc_m2m_rpq_no_reg_crd_pmm.chn1, 0x24f
unc_m2m_rpq_no_reg_crd_pmm.chn2, 0x44f
unc_m2m_rpq_no_spec_crd.ch0, 0x144
unc_m2m_rpq_no_spec_crd.ch1, 0x244
unc_m2m_rpq_no_spec_crd.ch2, 0x444
unc_m2m_rxc_ad_cycles_full, 0x4
unc_m2m_rxc_ad_cycles_ne, 0x3
unc_m2m_rxc_ad_inserts, 0x1
unc_m2m_rxc_ad_occupancy, 0x2
unc_m2m_rxc_ad_pref_occupancy, 0x77
unc_m2m_rxc_ak_wr_cmp, 0x5c
unc_m2m_rxc_bl_cycles_full, 0x8
unc_m2m_rxc_bl_cycles_ne, 0x7
unc_m2m_rxc_bl_inserts, 0x5
unc_m2m_rxc_bl_occupancy, 0x6
unc_m2m_rxr_busy_starved.ad_all, 0x11e5
unc_m2m_rxr_busy_starved.ad_crd, 0x10e5
unc_m2m_rxr_busy_starved.ad_uncrd, 0x1e5
unc_m2m_rxr_busy_starved.bl_all, 0x44e5
unc_m2m_rxr_busy_starved.bl_crd, 0x40e5
unc_m2m_rxr_busy_starved.bl_uncrd, 0x4e5
unc_m2m_rxr_bypass.ad_all, 0x11e2
unc_m2m_rxr_bypass.ad_crd, 0x10e2
unc_m2m_rxr_bypass.ad_uncrd, 0x1e2
unc_m2m_rxr_bypass.ak, 0x2e2
unc_m2m_rxr_bypass.akc_uncrd, 0x80e2
unc_m2m_rxr_bypass.bl_all, 0x44e2
unc_m2m_rxr_bypass.bl_crd, 0x40e2
unc_m2m_rxr_bypass.bl_uncrd, 0x4e2
unc_m2m_rxr_bypass.iv, 0x8e2
unc_m2m_rxr_crd_starved.ad_all, 0x11e3
unc_m2m_rxr_crd_starved.ad_crd, 0x10e3
unc_m2m_rxr_crd_starved.ad_uncrd, 0x1e3
unc_m2m_rxr_crd_starved.ak, 0x2e3
unc_m2m_rxr_crd_starved.bl_all, 0x44e3
unc_m2m_rxr_crd_starved.bl_crd, 0x40e3
unc_m2m_rxr_crd_starved.bl_uncrd, 0x4e3
unc_m2m_rxr_crd_starved.ifv, 0x80e3
unc_m2m_rxr_crd_starved.iv, 0x8e3
unc_m2m_rxr_crd_starved_1, 0xe4
unc_m2m_rxr_inserts.ad_all, 0x11e1
unc_m2m_rxr_inserts.ad_crd, 0x10e1
unc_m2m_rxr_inserts.ad_uncrd, 0x1e1
unc_m2m_rxr_inserts.ak, 0x2e1
unc_m2m_rxr_inserts.akc_uncrd, 0x80e1
unc_m2m_rxr_inserts.bl_all, 0x44e1
unc_m2m_rxr_inserts.bl_crd, 0x40e1
unc_m2m_rxr_inserts.bl_uncrd, 0x4e1
unc_m2m_rxr_inserts.iv, 0x8e1
unc_m2m_rxr_occupancy.ad_all, 0x11e0
unc_m2m_rxr_occupancy.ad_crd, 0x10e0
unc_m2m_rxr_occupancy.ad_uncrd, 0x1e0
unc_m2m_rxr_occupancy.ak, 0x2e0
unc_m2m_rxr_occupancy.akc_uncrd, 0x80e0
unc_m2m_rxr_occupancy.bl_all, 0x44e0
unc_m2m_rxr_occupancy.bl_crd, 0x20e0
unc_m2m_rxr_occupancy.bl_uncrd, 0x4e0
unc_m2m_rxr_occupancy.iv, 0x8e0
unc_m2m_scoreboard_ad_retry_accepts, 0x33
unc_m2m_scoreboard_ad_retry_rejects, 0x34
unc_m2m_scoreboard_bl_retry_accepts, 0x35
unc_m2m_scoreboard_bl_retry_rejects, 0x36
unc_m2m_scoreboard_rd_accepts, 0x2f
unc_m2m_scoreboard_rd_rejects, 0x30
unc_m2m_scoreboard_wr_accepts, 0x31
unc_m2m_scoreboard_wr_rejects, 0x32
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr0, 0x1d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr1, 0x2d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr2, 0x4d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr3, 0x8d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr4, 0x10d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr5, 0x20d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr6, 0x40d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr7, 0x80d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr0, 0x1d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr1, 0x2d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr2, 0x4d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr3, 0x8d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr4, 0x10d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr5, 0x20d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr6, 0x40d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr7, 0x80d2
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr0, 0x1d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr1, 0x2d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr2, 0x4d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr3, 0x8d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr4, 0x10d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr5, 0x20d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr6, 0x40d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr7, 0x80d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr0, 0x1d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr1, 0x2d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr2, 0x4d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr3, 0x8d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr4, 0x10d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr5, 0x20d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr6, 0x40d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr7, 0x80d6
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr10, 0x4d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr8, 0x1d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr9, 0x2d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr10, 0x4d3
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr8, 0x1d3
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr9, 0x2d3
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr10, 0x4d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr8, 0x1d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr9, 0x2d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr10, 0x4d7
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr8, 0x1d7
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr9, 0x2d7
unc_m2m_tag_hit.nm_rd_hit_clean, 0x12c
unc_m2m_tag_hit.nm_rd_hit_dirty, 0x22c
unc_m2m_tag_hit.nm_ufill_hit_clean, 0x42c
unc_m2m_tag_hit.nm_ufill_hit_dirty, 0x82c
unc_m2m_tag_miss, 0x61
unc_m2m_tgr_ad_credits, 0x41
unc_m2m_tgr_bl_credits, 0x42
unc_m2m_tracker_full.ch0, 0x145
unc_m2m_tracker_full.ch1, 0x245
unc_m2m_tracker_full.ch2, 0x445
unc_m2m_tracker_inserts.ch0, 0x149
unc_m2m_tracker_inserts.ch1, 0x249
unc_m2m_tracker_inserts.ch2, 0x449
unc_m2m_tracker_ne.ch0, 0x146
unc_m2m_tracker_ne.ch1, 0x246
unc_m2m_tracker_ne.ch2, 0x446
unc_m2m_tracker_occupancy.ch0, 0x147
unc_m2m_tracker_occupancy.ch1, 0x247
unc_m2m_tracker_occupancy.ch2, 0x447
unc_m2m_txc_ad_credit_occupancy, 0xe
unc_m2m_txc_ad_credits_acquired, 0xd
unc_m2m_txc_ad_cycles_full, 0xc
unc_m2m_txc_ad_cycles_ne, 0xb
unc_m2m_txc_ad_inserts, 0x9
unc_m2m_txc_ad_no_credit_cycles, 0xf
unc_m2m_txc_ad_no_credit_stalled, 0x10
unc_m2m_txc_ad_occupancy, 0xa
unc_m2m_txc_ak.crd_cbo, 0x239
unc_m2m_txc_ak.ndr, 0x139
unc_m2m_txc_ak_credits_acquired.cms0, 0x11d
unc_m2m_txc_ak_credits_acquired.cms1, 0x21d
unc_m2m_txc_ak_cycles_full.all, 0x314
unc_m2m_txc_ak_cycles_full.cms0, 0x114
unc_m2m_txc_ak_cycles_full.cms1, 0x214
unc_m2m_txc_ak_cycles_full.rdcrd0, 0x814
unc_m2m_txc_ak_cycles_full.rdcrd1, 0x8814
unc_m2m_txc_ak_cycles_full.wrcmp0, 0x2014
unc_m2m_txc_ak_cycles_full.wrcmp1, 0xa014
unc_m2m_txc_ak_cycles_full.wrcrd0, 0x1014
unc_m2m_txc_ak_cycles_full.wrcrd1, 0x9014
unc_m2m_txc_ak_cycles_ne.all, 0x313
unc_m2m_txc_ak_cycles_ne.cms0, 0x113
unc_m2m_txc_ak_cycles_ne.cms1, 0x213
unc_m2m_txc_ak_cycles_ne.rdcrd, 0x813
unc_m2m_txc_ak_cycles_ne.wrcmp, 0x2013
unc_m2m_txc_ak_cycles_ne.wrcrd, 0x1013
unc_m2m_txc_ak_inserts.all, 0x311
unc_m2m_txc_ak_inserts.cms0, 0x111
unc_m2m_txc_ak_inserts.cms1, 0x211
unc_m2m_txc_ak_inserts.pref_rd_cam_hit, 0x4011
unc_m2m_txc_ak_inserts.rdcrd, 0x811
unc_m2m_txc_ak_inserts.wrcmp, 0x2011
unc_m2m_txc_ak_inserts.wrcrd, 0x1011
unc_m2m_txc_ak_no_credit_cycles.cms0, 0x11f
unc_m2m_txc_ak_no_credit_cycles.cms1, 0x21f
unc_m2m_txc_ak_no_credit_stalled.cms0, 0x120
unc_m2m_txc_ak_no_credit_stalled.cms1, 0x220
unc_m2m_txc_ak_occupancy.all, 0x312
unc_m2m_txc_ak_occupancy.cms0, 0x112
unc_m2m_txc_ak_occupancy.cms1, 0x212
unc_m2m_txc_ak_occupancy.rdcrd, 0x812
unc_m2m_txc_ak_occupancy.wrcmp, 0x2012
unc_m2m_txc_ak_occupancy.wrcrd, 0x1012
unc_m2m_txc_akc_credits, 0x5f
unc_m2m_txc_bl.drs_cache, 0x140
unc_m2m_txc_bl.drs_core, 0x240
unc_m2m_txc_bl.drs_upi, 0x440
unc_m2m_txc_bl_credits_acquired.cms0, 0x119
unc_m2m_txc_bl_credits_acquired.cms1, 0x219
unc_m2m_txc_bl_cycles_full.all, 0x318
unc_m2m_txc_bl_cycles_full.cms0, 0x118
unc_m2m_txc_bl_cycles_full.cms1, 0x218
unc_m2m_txc_bl_cycles_ne.all, 0x317
unc_m2m_txc_bl_cycles_ne.cms0, 0x117
unc_m2m_txc_bl_cycles_ne.cms1, 0x217
unc_m2m_txc_bl_inserts.all, 0x315
unc_m2m_txc_bl_inserts.cms0, 0x115
unc_m2m_txc_bl_inserts.cms1, 0x215
unc_m2m_txc_bl_no_credit_cycles.cms0, 0x11b
unc_m2m_txc_bl_no_credit_cycles.cms1, 0x21b
unc_m2m_txc_bl_no_credit_stalled.cms0, 0x11c
unc_m2m_txc_bl_no_credit_stalled.cms1, 0x21c
unc_m2m_txr_horz_ads_used.ad_all, 0x11a6
unc_m2m_txr_horz_ads_used.ad_crd, 0x10a6
unc_m2m_txr_horz_ads_used.ad_uncrd, 0x1a6
unc_m2m_txr_horz_ads_used.bl_all, 0x44a6
unc_m2m_txr_horz_ads_used.bl_crd, 0x40a6
unc_m2m_txr_horz_ads_used.bl_uncrd, 0x4a6
unc_m2m_txr_horz_bypass.ad_all, 0x11a7
unc_m2m_txr_horz_bypass.ad_crd, 0x10a7
unc_m2m_txr_horz_bypass.ad_uncrd, 0x1a7
unc_m2m_txr_horz_bypass.ak, 0x2a7
unc_m2m_txr_horz_bypass.akc_uncrd, 0x80a7
unc_m2m_txr_horz_bypass.bl_all, 0x44a7
unc_m2m_txr_horz_bypass.bl_crd, 0x40a7
unc_m2m_txr_horz_bypass.bl_uncrd, 0x4a7
unc_m2m_txr_horz_bypass.iv, 0x8a7
unc_m2m_txr_horz_cycles_full.ad_all, 0x11a2
unc_m2m_txr_horz_cycles_full.ad_crd, 0x10a2
unc_m2m_txr_horz_cycles_full.ad_uncrd, 0x1a2
unc_m2m_txr_horz_cycles_full.ak, 0x2a2
unc_m2m_txr_horz_cycles_full.akc_uncrd, 0x80a2
unc_m2m_txr_horz_cycles_full.bl_all, 0x44a2
unc_m2m_txr_horz_cycles_full.bl_crd, 0x40a2
unc_m2m_txr_horz_cycles_full.bl_uncrd, 0x4a2
unc_m2m_txr_horz_cycles_full.iv, 0x8a2
unc_m2m_txr_horz_cycles_ne.ad_all, 0x11a3
unc_m2m_txr_horz_cycles_ne.ad_crd, 0x10a3
unc_m2m_txr_horz_cycles_ne.ad_uncrd, 0x1a3
unc_m2m_txr_horz_cycles_ne.ak, 0x2a3
unc_m2m_txr_horz_cycles_ne.akc_uncrd, 0x80a3
unc_m2m_txr_horz_cycles_ne.bl_all, 0x44a3
unc_m2m_txr_horz_cycles_ne.bl_crd, 0x40a3
unc_m2m_txr_horz_cycles_ne.bl_uncrd, 0x4a3
unc_m2m_txr_horz_cycles_ne.iv, 0x8a3
unc_m2m_txr_horz_inserts.ad_all, 0x11a1
unc_m2m_txr_horz_inserts.ad_crd, 0x10a1
unc_m2m_txr_horz_inserts.ad_uncrd, 0x1a1
unc_m2m_txr_horz_inserts.ak, 0x2a1
unc_m2m_txr_horz_inserts.akc_uncrd, 0x80a1
unc_m2m_txr_horz_inserts.bl_all, 0x44a1
unc_m2m_txr_horz_inserts.bl_crd, 0x40a1
unc_m2m_txr_horz_inserts.bl_uncrd, 0x4a1
unc_m2m_txr_horz_inserts.iv, 0x8a1
unc_m2m_txr_horz_nack.ad_all, 0x11a4
unc_m2m_txr_horz_nack.ad_crd, 0x10a4
unc_m2m_txr_horz_nack.ad_uncrd, 0x1a4
unc_m2m_txr_horz_nack.ak, 0x2a4
unc_m2m_txr_horz_nack.akc_uncrd, 0x80a4
unc_m2m_txr_horz_nack.bl_all, 0x44a4
unc_m2m_txr_horz_nack.bl_crd, 0x40a4
unc_m2m_txr_horz_nack.bl_uncrd, 0x4a4
unc_m2m_txr_horz_nack.iv, 0x8a4
unc_m2m_txr_horz_occupancy.ad_all, 0x11a0
unc_m2m_txr_horz_occupancy.ad_crd, 0x10a0
unc_m2m_txr_horz_occupancy.ad_uncrd, 0x1a0
unc_m2m_txr_horz_occupancy.ak, 0x2a0
unc_m2m_txr_horz_occupancy.akc_uncrd, 0x80a0
unc_m2m_txr_horz_occupancy.bl_all, 0x44a0
unc_m2m_txr_horz_occupancy.bl_crd, 0x40a0
unc_m2m_txr_horz_occupancy.bl_uncrd, 0x4a0
unc_m2m_txr_horz_occupancy.iv, 0x8a0
unc_m2m_txr_horz_starved.ad_all, 0x1a5
unc_m2m_txr_horz_starved.ad_uncrd, 0x1a5
unc_m2m_txr_horz_starved.ak, 0x2a5
