HLE_RETIRED.ABORTED, 0x4c8
UNC_H_SNP_RESP_RECV_LOCAL.RSPSFWD, 0x860
UNC_H_SNP_RESP_RECV_LOCAL.RSPxFWDxWB, 0x2060
UNC_H_SNP_RESP_RECV_LOCAL.RSPxWB, 0x1060
UNC_H_STALL_NO_SBO_CREDIT.SBO0_AD, 0x16c
UNC_H_STALL_NO_SBO_CREDIT.SBO0_BL, 0x46c
UNC_H_STALL_NO_SBO_CREDIT.SBO1_AD, 0x26c
UNC_H_STALL_NO_SBO_CREDIT.SBO1_BL, 0x86c
UNC_H_TAD_REQUESTS_G0.REGION0, 0x11b
UNC_H_TAD_REQUESTS_G0.REGION1, 0x21b
UNC_H_TAD_REQUESTS_G0.REGION2, 0x41b
UNC_H_TAD_REQUESTS_G0.REGION3, 0x81b
UNC_H_TAD_REQUESTS_G0.REGION4, 0x101b
UNC_H_TAD_REQUESTS_G0.REGION5, 0x201b
UNC_H_TAD_REQUESTS_G0.REGION6, 0x401b
UNC_H_TAD_REQUESTS_G0.REGION7, 0x801b
UNC_H_TAD_REQUESTS_G1.REGION10, 0x41c
UNC_H_TAD_REQUESTS_G1.REGION11, 0x81c
UNC_H_TAD_REQUESTS_G1.REGION8, 0x11c
UNC_H_TAD_REQUESTS_G1.REGION9, 0x21c
UNC_H_TRACKER_CYCLES_FULL.ALL, 0x202
UNC_H_TRACKER_CYCLES_FULL.GP, 0x102
UNC_H_TRACKER_CYCLES_NE.ALL, 0x303
UNC_H_TRACKER_CYCLES_NE.LOCAL, 0x103
UNC_H_TRACKER_CYCLES_NE.REMOTE, 0x203
UNC_H_TRACKER_OCCUPANCY.INVITOE_LOCAL, 0x4004
UNC_H_TRACKER_OCCUPANCY.INVITOE_REMOTE, 0x8004
UNC_H_TRACKER_OCCUPANCY.READS_LOCAL, 0x404
UNC_H_TRACKER_OCCUPANCY.READS_REMOTE, 0x804
UNC_H_TRACKER_OCCUPANCY.WRITES_LOCAL, 0x1004
UNC_H_TRACKER_OCCUPANCY.WRITES_REMOTE, 0x2004
UNC_H_TRACKER_PENDING_OCCUPANCY.LOCAL, 0x105
UNC_H_TRACKER_PENDING_OCCUPANCY.REMOTE, 0x205
UNC_H_TxR_AD.HOM, 0x40f
UNC_H_TxR_AD_CYCLES_FULL.ALL, 0x32a
UNC_H_TxR_AD_CYCLES_FULL.SCHED0, 0x12a
UNC_H_TxR_AD_CYCLES_FULL.SCHED1, 0x22a
UNC_H_TxR_AD_CYCLES_NE.ALL, 0x329
UNC_H_TxR_AD_CYCLES_NE.SCHED0, 0x129
UNC_H_TxR_AD_CYCLES_NE.SCHED1, 0x229
UNC_H_TxR_AD_INSERTS.ALL, 0x327
UNC_H_TxR_AD_INSERTS.SCHED0, 0x127
UNC_H_TxR_AD_INSERTS.SCHED1, 0x227
UNC_H_TxR_AK_CYCLES_FULL.ALL, 0x332
UNC_H_TxR_AK_CYCLES_FULL.SCHED0, 0x132
UNC_H_TxR_AK_CYCLES_FULL.SCHED1, 0x232
UNC_H_TxR_AK_CYCLES_NE.ALL, 0x331
UNC_H_TxR_AK_CYCLES_NE.SCHED0, 0x131
UNC_H_TxR_AK_CYCLES_NE.SCHED1, 0x231
UNC_H_TxR_AK_INSERTS.ALL, 0x32f
UNC_H_TxR_AK_INSERTS.SCHED0, 0x12f
UNC_H_TxR_AK_INSERTS.SCHED1, 0x22f
UNC_H_TxR_BL.DRS_CACHE, 0x110
UNC_H_TxR_BL.DRS_CORE, 0x210
UNC_H_TxR_BL.DRS_QPI, 0x410
UNC_H_TxR_BL_CYCLES_FULL.ALL, 0x336
UNC_H_TxR_BL_CYCLES_FULL.SCHED0, 0x136
UNC_H_TxR_BL_CYCLES_FULL.SCHED1, 0x236
UNC_H_TxR_BL_CYCLES_NE.ALL, 0x335
UNC_H_TxR_BL_CYCLES_NE.SCHED0, 0x135
UNC_H_TxR_BL_CYCLES_NE.SCHED1, 0x235
UNC_H_TxR_BL_INSERTS.ALL, 0x333
UNC_H_TxR_BL_INSERTS.SCHED0, 0x133
UNC_H_TxR_BL_INSERTS.SCHED1, 0x233
UNC_H_TxR_STARVED.AK, 0x16d
UNC_H_TxR_STARVED.BL, 0x26d
UNC_H_WPQ_CYCLES_NO_REG_CREDITS.CHN0, 0x118
UNC_H_WPQ_CYCLES_NO_REG_CREDITS.CHN1, 0x218
UNC_H_WPQ_CYCLES_NO_REG_CREDITS.CHN2, 0x418
UNC_H_WPQ_CYCLES_NO_REG_CREDITS.CHN3, 0x818
UNC_H_WPQ_CYCLES_NO_SPEC_CREDITS.CHN0, 0x119
UNC_H_WPQ_CYCLES_NO_SPEC_CREDITS.CHN1, 0x219
UNC_H_WPQ_CYCLES_NO_SPEC_CREDITS.CHN2, 0x419
UNC_H_WPQ_CYCLES_NO_SPEC_CREDITS.CHN3, 0x819
CPL_CYCLES.RING0, 0x15c
CPL_CYCLES.RING0_TRANS, 0x15c
CPL_CYCLES.RING123, 0x25c
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION, 0x163
BACLEARS.ANY, 0x1fe6
DSB2MITE_SWITCHES.PENALTY_CYCLES, 0x2ab
ICACHE.HIT, 0x180
ICACHE.IFDATA_STALL, 0x480
ICACHE.MISSES, 0x280
IDQ.ALL_DSB_CYCLES_4_UOPS, 0x1879
IDQ.ALL_DSB_CYCLES_ANY_UOPS, 0x1879
IDQ.ALL_MITE_CYCLES_4_UOPS, 0x2479
IDQ.ALL_MITE_CYCLES_ANY_UOPS, 0x2479
IDQ.DSB_CYCLES, 0x879
IDQ.DSB_UOPS, 0x879
IDQ.EMPTY, 0x279
IDQ.MITE_ALL_UOPS, 0x3c79
IDQ.MITE_CYCLES, 0x479
IDQ.MITE_UOPS, 0x479
IDQ.MS_CYCLES, 0x3079
IDQ.MS_DSB_CYCLES, 0x1079
IDQ.MS_DSB_OCCUR, 0x1079
IDQ.MS_DSB_UOPS, 0x1079
IDQ.MS_MITE_UOPS, 0x2079
IDQ.MS_SWITCHES, 0x3079
IDQ.MS_UOPS, 0x3079
IDQ_UOPS_NOT_DELIVERED.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_FE_WAS_OK, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_1_UOP_DELIV.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_2_UOP_DELIV.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_3_UOP_DELIV.CORE, 0x19c
UNC_I_CACHE_TOTAL_OCCUPANCY.ANY, 0x112
UNC_I_CACHE_TOTAL_OCCUPANCY.SOURCE, 0x212
UNC_I_COHERENT_OPS.CLFLUSH, 0x8013
UNC_I_COHERENT_OPS.CRD, 0x213
UNC_I_COHERENT_OPS.DRD, 0x413
UNC_I_COHERENT_OPS.PCIDCAHINT, 0x2013
UNC_I_COHERENT_OPS.PCIRDCUR, 0x113
UNC_I_COHERENT_OPS.PCITOM, 0x1013
UNC_I_COHERENT_OPS.RFO, 0x813
UNC_I_COHERENT_OPS.WBMTOI, 0x4013
UNC_I_MISC0.2ND_ATOMIC_INSERT, 0x1014
UNC_I_MISC0.2ND_RD_INSERT, 0x414
UNC_I_MISC0.2ND_WR_INSERT, 0x814
UNC_I_MISC0.FAST_REJ, 0x214
UNC_I_MISC0.FAST_REQ, 0x114
UNC_I_MISC0.FAST_XFER, 0x2014
UNC_I_MISC0.PF_ACK_HINT, 0x4014
UNC_I_MISC0.PF_TIMEOUT, 0x8014
UNC_I_MISC1.DATA_THROTTLE, 0x8015
UNC_I_MISC1.LOST_FWD, 0x1015
UNC_I_MISC1.SEC_RCVD_INVLD, 0x2015
UNC_I_MISC1.SEC_RCVD_VLD, 0x4015
UNC_I_MISC1.SLOW_E, 0x415
UNC_I_MISC1.SLOW_I, 0x115
UNC_I_MISC1.SLOW_M, 0x815
UNC_I_MISC1.SLOW_S, 0x215
UNC_I_RxR_AK_INSERTS, 0xa
UNC_I_RxR_BL_DRS_CYCLES_FULL, 0x4
UNC_I_RxR_BL_DRS_INSERTS, 0x1
UNC_I_RxR_BL_DRS_OCCUPANCY, 0x7
UNC_I_RxR_BL_NCB_CYCLES_FULL, 0x5
UNC_I_RxR_BL_NCB_INSERTS, 0x2
UNC_I_RxR_BL_NCB_OCCUPANCY, 0x8
UNC_I_RxR_BL_NCS_CYCLES_FULL, 0x6
UNC_I_RxR_BL_NCS_INSERTS, 0x3
UNC_I_RxR_BL_NCS_OCCUPANCY, 0x9
UNC_I_SNOOP_RESP.HIT_ES, 0x417
UNC_I_SNOOP_RESP.HIT_I, 0x217
UNC_I_SNOOP_RESP.HIT_M, 0x817
UNC_I_SNOOP_RESP.MISS, 0x117
UNC_I_SNOOP_RESP.SNPCODE, 0x1017
UNC_I_SNOOP_RESP.SNPDATA, 0x2017
UNC_I_SNOOP_RESP.SNPINV, 0x4017
UNC_I_TRANSACTIONS.ATOMIC, 0x1016
UNC_I_TRANSACTIONS.OTHER, 0x2016
UNC_I_TRANSACTIONS.RD_PREF, 0x416
UNC_I_TRANSACTIONS.READS, 0x116
UNC_I_TRANSACTIONS.WRITES, 0x216
UNC_I_TRANSACTIONS.WR_PREF, 0x816
UNC_I_TxR_AD_STALL_CREDIT_CYCLES, 0x18
UNC_I_TxR_BL_STALL_CREDIT_CYCLES, 0x19
UNC_I_TxR_DATA_INSERTS_NCB, 0xe
UNC_I_TxR_DATA_INSERTS_NCS, 0xf
UNC_I_TxR_REQUEST_OCCUPANCY, 0xd
UNC_U_EVENT_MSG.DOORBELL_RCVD, 0x842
UNC_U_FILTER_MATCH.DISABLE, 0x241
UNC_U_FILTER_MATCH.ENABLE, 0x141
UNC_U_FILTER_MATCH.U2C_DISABLE, 0x841
UNC_U_FILTER_MATCH.U2C_ENABLE, 0x441
UNC_U_PHOLD_CYCLES.ASSERT_TO_ACK, 0x145
UNC_U_RACU_REQUESTS, 0x46
UNC_U_U2C_EVENTS.CMC, 0x1043
UNC_U_U2C_EVENTS.LIVELOCK, 0x443
UNC_U_U2C_EVENTS.LTERROR, 0x843
UNC_U_U2C_EVENTS.MONITOR_T0, 0x143
UNC_U_U2C_EVENTS.MONITOR_T1, 0x243
UNC_U_U2C_EVENTS.OTHER, 0x8043
UNC_U_U2C_EVENTS.TRAP, 0x4043
UNC_U_U2C_EVENTS.UMC, 0x2043
ARITH.FPU_DIV_ACTIVE, 0x114
BR_INST_EXEC.ALL_BRANCHES, 0xff88
BR_INST_EXEC.ALL_CONDITIONAL, 0xc188
BR_INST_EXEC.ALL_DIRECT_JMP, 0xc288
BR_INST_EXEC.ALL_DIRECT_NEAR_CALL, 0xd088
BR_INST_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET, 0xc488
BR_INST_EXEC.ALL_INDIRECT_NEAR_RETURN, 0xc888
BR_INST_EXEC.NONTAKEN_CONDITIONAL, 0x4188
BR_INST_EXEC.TAKEN_CONDITIONAL, 0x8188
BR_INST_EXEC.TAKEN_DIRECT_JUMP, 0x8288
BR_INST_EXEC.TAKEN_DIRECT_NEAR_CALL, 0x9088
BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET, 0x8488
BR_INST_EXEC.TAKEN_INDIRECT_NEAR_CALL, 0xa088
BR_INST_EXEC.TAKEN_INDIRECT_NEAR_RETURN, 0x8888
BR_INST_RETIRED.ALL_BRANCHES, 0xc4
BR_INST_RETIRED.ALL_BRANCHES_PEBS, 0x4c4
BR_INST_RETIRED.CONDITIONAL, 0x1c4
BR_INST_RETIRED.FAR_BRANCH, 0x40c4
BR_INST_RETIRED.NEAR_CALL, 0x2c4
BR_INST_RETIRED.NEAR_CALL_R3, 0x2c4
BR_INST_RETIRED.NEAR_RETURN, 0x8c4
BR_INST_RETIRED.NEAR_TAKEN, 0x20c4
BR_INST_RETIRED.NOT_TAKEN, 0x10c4
BR_MISP_EXEC.ALL_BRANCHES, 0xff89
BR_MISP_EXEC.ALL_CONDITIONAL, 0xc189
BR_MISP_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET, 0xc489
BR_MISP_EXEC.INDIRECT, 0xe489
BR_MISP_EXEC.NONTAKEN_CONDITIONAL, 0x4189
BR_MISP_EXEC.TAKEN_CONDITIONAL, 0x8189
BR_MISP_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET, 0x8489
BR_MISP_EXEC.TAKEN_INDIRECT_NEAR_CALL, 0xa089
BR_MISP_EXEC.TAKEN_RETURN_NEAR, 0x8889
BR_MISP_RETIRED.ALL_BRANCHES, 0xc5
BR_MISP_RETIRED.ALL_BRANCHES_PEBS, 0x4c5
BR_MISP_RETIRED.CONDITIONAL, 0x1c5
BR_MISP_RETIRED.NEAR_TAKEN, 0x20c5
BR_MISP_RETIRED.RET, 0x8c5
CPU_CLK_THREAD_UNHALTED.ONE_THREAD_ACTIVE, 0x23c
CPU_CLK_THREAD_UNHALTED.REF_XCLK, 0x13c
CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY, 0x13c
CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE, 0x23c
CPU_CLK_UNHALTED.REF_XCLK, 0x13c
CPU_CLK_UNHALTED.REF_XCLK_ANY, 0x13c
CPU_CLK_UNHALTED.THREAD_P, 0x3c
CPU_CLK_UNHALTED.THREAD_P_ANY, 0x3c
CYCLE_ACTIVITY.CYCLES_L1D_MISS, 0x8a3
CYCLE_ACTIVITY.CYCLES_L1D_PENDING, 0x8a3
CYCLE_ACTIVITY.CYCLES_L2_MISS, 0x1a3
CYCLE_ACTIVITY.CYCLES_L2_PENDING, 0x1a3
CYCLE_ACTIVITY.CYCLES_LDM_PENDING, 0x2a3
CYCLE_ACTIVITY.CYCLES_MEM_ANY, 0x2a3
CYCLE_ACTIVITY.CYCLES_NO_EXECUTE, 0x4a3
CYCLE_ACTIVITY.STALLS_L1D_MISS, 0xca3
CYCLE_ACTIVITY.STALLS_L1D_PENDING, 0xca3
CYCLE_ACTIVITY.STALLS_L2_MISS, 0x5a3
CYCLE_ACTIVITY.STALLS_L2_PENDING, 0x5a3
CYCLE_ACTIVITY.STALLS_LDM_PENDING, 0x6a3
CYCLE_ACTIVITY.STALLS_MEM_ANY, 0x6a3
CYCLE_ACTIVITY.STALLS_TOTAL, 0x4a3
ILD_STALL.LCP, 0x187
INST_RETIRED.ANY_P, 0xc0
INST_RETIRED.PREC_DIST, 0x1c0
INST_RETIRED.X87, 0x2c0
INT_MISC.RAT_STALL_CYCLES, 0x80d
INT_MISC.RECOVERY_CYCLES, 0x30d
INT_MISC.RECOVERY_CYCLES_ANY, 0x30d
LD_BLOCKS.NO_SR, 0x803
LD_BLOCKS.STORE_FORWARD, 0x203
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS, 0x107
LOAD_HIT_PRE.HW_PF, 0x24c
LOAD_HIT_PRE.SW_PF, 0x14c
LSD.CYCLES_4_UOPS, 0x1a8
LSD.CYCLES_ACTIVE, 0x1a8
LSD.UOPS, 0x1a8
MACHINE_CLEARS.COUNT, 0x1c3
MACHINE_CLEARS.CYCLES, 0x1c3
MACHINE_CLEARS.MASKMOV, 0x20c3
MACHINE_CLEARS.SMC, 0x4c3
MOVE_ELIMINATION.INT_ELIMINATED, 0x158
MOVE_ELIMINATION.INT_NOT_ELIMINATED, 0x458
OTHER_ASSISTS.ANY_WB_ASSIST, 0x40c1
RESOURCE_STALLS.ANY, 0x1a2
RESOURCE_STALLS.ROB, 0x10a2
RESOURCE_STALLS.RS, 0x4a2
RESOURCE_STALLS.SB, 0x8a2
ROB_MISC_EVENTS.LBR_INSERTS, 0x20cc
RS_EVENTS.EMPTY_CYCLES, 0x15e
RS_EVENTS.EMPTY_END, 0x15e
UOPS_DISPATCHED_PORT.PORT_0, 0x1a1
UOPS_DISPATCHED_PORT.PORT_1, 0x2a1
UOPS_DISPATCHED_PORT.PORT_2, 0x4a1
UOPS_DISPATCHED_PORT.PORT_3, 0x8a1
UOPS_DISPATCHED_PORT.PORT_4, 0x10a1
UOPS_DISPATCHED_PORT.PORT_5, 0x20a1
UOPS_DISPATCHED_PORT.PORT_6, 0x40a1
UOPS_DISPATCHED_PORT.PORT_7, 0x80a1
UOPS_EXECUTED.CORE, 0x2b1
UOPS_EXECUTED.CORE_CYCLES_GE_1, 0x2b1
UOPS_EXECUTED.CORE_CYCLES_GE_2, 0x2b1
UOPS_EXECUTED.CORE_CYCLES_GE_3, 0x2b1
UOPS_EXECUTED.CORE_CYCLES_GE_4, 0x2b1
UOPS_EXECUTED.CORE_CYCLES_NONE, 0x2b1
UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC, 0x1b1
UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC, 0x1b1
UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC, 0x1b1
UOPS_EXECUTED.CYCLES_GE_4_UOPS_EXEC, 0x1b1
UOPS_EXECUTED.STALL_CYCLES, 0x1b1
UOPS_EXECUTED.THREAD, 0x1b1
UOPS_EXECUTED_PORT.PORT_0, 0x1a1
UOPS_EXECUTED_PORT.PORT_0_CORE, 0x1a1
UOPS_EXECUTED_PORT.PORT_1, 0x2a1
UOPS_EXECUTED_PORT.PORT_1_CORE, 0x2a1
UOPS_EXECUTED_PORT.PORT_2, 0x4a1
UOPS_EXECUTED_PORT.PORT_2_CORE, 0x4a1
UOPS_EXECUTED_PORT.PORT_3, 0x8a1
UOPS_EXECUTED_PORT.PORT_3_CORE, 0x8a1
UOPS_EXECUTED_PORT.PORT_4, 0x10a1
UOPS_EXECUTED_PORT.PORT_4_CORE, 0x10a1
UOPS_EXECUTED_PORT.PORT_5, 0x20a1
UOPS_EXECUTED_PORT.PORT_5_CORE, 0x20a1
UOPS_EXECUTED_PORT.PORT_6, 0x40a1
UOPS_EXECUTED_PORT.PORT_6_CORE, 0x40a1
UOPS_EXECUTED_PORT.PORT_7, 0x80a1
UOPS_EXECUTED_PORT.PORT_7_CORE, 0x80a1
UOPS_ISSUED.ANY, 0x10e
UOPS_ISSUED.FLAGS_MERGE, 0x100e
UOPS_ISSUED.SINGLE_MUL, 0x400e
UOPS_ISSUED.SLOW_LEA, 0x200e
UOPS_ISSUED.STALL_CYCLES, 0x10e
UOPS_RETIRED.ALL, 0x1c2
UOPS_RETIRED.RETIRE_SLOTS, 0x2c2
UOPS_RETIRED.STALL_CYCLES, 0x1c2
UOPS_RETIRED.TOTAL_CYCLES, 0x1c2
UNC_R2_CLOCKTICKS, 0x1
UNC_R2_IIO_CREDIT.ISOCH_QPI0, 0x42d
UNC_R2_IIO_CREDIT.ISOCH_QPI1, 0x82d
UNC_R2_IIO_CREDIT.PRQ_QPI0, 0x12d
UNC_R2_IIO_CREDIT.PRQ_QPI1, 0x22d
UNC_R2_IIO_CREDITS_ACQUIRED.DRS, 0x833
UNC_R2_IIO_CREDITS_ACQUIRED.NCB, 0x1033
UNC_R2_IIO_CREDITS_ACQUIRED.NCS, 0x2033
UNC_R2_IIO_CREDITS_USED.DRS, 0x832
UNC_R2_IIO_CREDITS_USED.NCB, 0x1032
UNC_R2_IIO_CREDITS_USED.NCS, 0x2032
UNC_R2_RING_AD_USED.ALL, 0xf07
UNC_R2_RING_AD_USED.CCW, 0xc07
UNC_R2_RING_AD_USED.CCW_EVEN, 0x407
UNC_R2_RING_AD_USED.CCW_ODD, 0x807
UNC_R2_RING_AD_USED.CW, 0x307
UNC_R2_RING_AD_USED.CW_EVEN, 0x107
UNC_R2_RING_AD_USED.CW_ODD, 0x207
UNC_R2_RING_AK_BOUNCES.DN, 0x212
UNC_R2_RING_AK_BOUNCES.UP, 0x112
UNC_R2_RING_AK_USED.ALL, 0xf08
UNC_R2_RING_AK_USED.CCW, 0xc08
UNC_R2_RING_AK_USED.CCW_EVEN, 0x408
UNC_R2_RING_AK_USED.CCW_ODD, 0x808
UNC_R2_RING_AK_USED.CW, 0x308
UNC_R2_RING_AK_USED.CW_EVEN, 0x108
UNC_R2_RING_AK_USED.CW_ODD, 0x208
UNC_R2_RING_BL_USED.ALL, 0xf09
UNC_R2_RING_BL_USED.CCW, 0xc09
UNC_R2_RING_BL_USED.CCW_EVEN, 0x409
UNC_R2_RING_BL_USED.CCW_ODD, 0x809
UNC_R2_RING_BL_USED.CW, 0x309
UNC_R2_RING_BL_USED.CW_EVEN, 0x109
UNC_R2_RING_BL_USED.CW_ODD, 0x209
UNC_R2_RING_IV_USED.ANY, 0xf0a
UNC_R2_RING_IV_USED.CCW, 0xc0a
UNC_R2_RING_IV_USED.CW, 0x30a
UNC_R2_RxR_CYCLES_NE.NCB, 0x1010
UNC_R2_RxR_CYCLES_NE.NCS, 0x2010
UNC_R2_RxR_INSERTS.NCB, 0x1011
UNC_R2_RxR_INSERTS.NCS, 0x2011
UNC_R2_RxR_OCCUPANCY.DRS, 0x813
UNC_R2_SBO0_CREDITS_ACQUIRED.AD, 0x128
UNC_R2_SBO0_CREDITS_ACQUIRED.BL, 0x228
UNC_R2_SBO0_CREDIT_OCCUPANCY.AD, 0x12a
UNC_R2_SBO0_CREDIT_OCCUPANCY.BL, 0x22a
UNC_R2_STALL_NO_SBO_CREDIT.SBO0_AD, 0x12c
UNC_R2_STALL_NO_SBO_CREDIT.SBO0_BL, 0x42c
UNC_R2_STALL_NO_SBO_CREDIT.SBO1_AD, 0x22c
UNC_R2_STALL_NO_SBO_CREDIT.SBO1_BL, 0x82c
UNC_R2_TxR_CYCLES_FULL.AD, 0x125
UNC_R2_TxR_CYCLES_FULL.AK, 0x225
UNC_R2_TxR_CYCLES_FULL.BL, 0x425
UNC_R2_TxR_CYCLES_NE.AD, 0x123
UNC_R2_TxR_CYCLES_NE.AK, 0x223
UNC_R2_TxR_CYCLES_NE.BL, 0x423
UNC_R2_TxR_NACK_CW.DN_AD, 0x126
UNC_R2_TxR_NACK_CW.DN_AK, 0x426
UNC_R2_TxR_NACK_CW.DN_BL, 0x226
UNC_R2_TxR_NACK_CW.UP_AD, 0x826
UNC_R2_TxR_NACK_CW.UP_AK, 0x2026
UNC_R2_TxR_NACK_CW.UP_BL, 0x1026
L1D.REPLACEMENT, 0x151
L1D_PEND_MISS.FB_FULL, 0x248
L1D_PEND_MISS.PENDING, 0x148
L1D_PEND_MISS.PENDING_CYCLES, 0x148
L1D_PEND_MISS.PENDING_CYCLES_ANY, 0x148
L2_DEMAND_RQSTS.WB_HIT, 0x5027
L2_LINES_IN.ALL, 0x7f1
L2_LINES_IN.E, 0x4f1
L2_LINES_IN.I, 0x1f1
L2_LINES_IN.S, 0x2f1
L2_LINES_OUT.DEMAND_CLEAN, 0x5f2
L2_RQSTS.ALL_CODE_RD, 0xe424
L2_RQSTS.ALL_DEMAND_DATA_RD, 0xe124
L2_RQSTS.ALL_DEMAND_MISS, 0x2724
L2_RQSTS.ALL_DEMAND_REFERENCES, 0xe724
L2_RQSTS.ALL_PF, 0xf824
L2_RQSTS.ALL_RFO, 0xe224
L2_RQSTS.CODE_RD_HIT, 0xc424
L2_RQSTS.CODE_RD_MISS, 0x2424
L2_RQSTS.DEMAND_DATA_RD_HIT, 0xc124
L2_RQSTS.DEMAND_DATA_RD_MISS, 0x2124
L2_RQSTS.L2_PF_HIT, 0xd024
L2_RQSTS.L2_PF_MISS, 0x3024
L2_RQSTS.MISS, 0x3f24
L2_RQSTS.REFERENCES, 0xff24
L2_RQSTS.RFO_HIT, 0xc224
L2_RQSTS.RFO_MISS, 0x2224
L2_TRANS.ALL_PF, 0x8f0
L2_TRANS.ALL_REQUESTS, 0x80f0
L2_TRANS.CODE_RD, 0x4f0
L2_TRANS.DEMAND_DATA_RD, 0x1f0
L2_TRANS.L1D_WB, 0x10f0
L2_TRANS.L2_FILL, 0x20f0
L2_TRANS.L2_WB, 0x40f0
L2_TRANS.RFO, 0x2f0
LOCK_CYCLES.CACHE_LOCK_DURATION, 0x263
LONGEST_LAT_CACHE.MISS, 0x412e
LONGEST_LAT_CACHE.REFERENCE, 0x4f2e
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT, 0x2d2
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM, 0x4d2
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS, 0x1d2
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE, 0x8d2
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM, 0x1d3
MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM, 0x4d3
MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD, 0x20d3
MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM, 0x10d3
MEM_LOAD_UOPS_RETIRED.HIT_LFB, 0x40d1
MEM_LOAD_UOPS_RETIRED.L1_HIT, 0x1d1
MEM_LOAD_UOPS_RETIRED.L1_MISS, 0x8d1
MEM_LOAD_UOPS_RETIRED.L2_HIT, 0x2d1
MEM_LOAD_UOPS_RETIRED.L2_MISS, 0x10d1
MEM_LOAD_UOPS_RETIRED.L3_HIT, 0x4d1
MEM_LOAD_UOPS_RETIRED.L3_MISS, 0x20d1
MEM_UOPS_RETIRED.ALL_LOADS, 0x81d0
MEM_UOPS_RETIRED.ALL_STORES, 0x82d0
MEM_UOPS_RETIRED.LOCK_LOADS, 0x21d0
MEM_UOPS_RETIRED.SPLIT_LOADS, 0x41d0
MEM_UOPS_RETIRED.SPLIT_STORES, 0x42d0
MEM_UOPS_RETIRED.STLB_MISS_LOADS, 0x11d0
MEM_UOPS_RETIRED.STLB_MISS_STORES, 0x12d0
OFFCORE_REQUESTS.ALL_DATA_RD, 0x8b0
OFFCORE_REQUESTS.ALL_REQUESTS, 0x80b0
OFFCORE_REQUESTS.DEMAND_CODE_RD, 0x2b0
OFFCORE_REQUESTS.DEMAND_DATA_RD, 0x1b0
OFFCORE_REQUESTS.DEMAND_RFO, 0x4b0
OFFCORE_REQUESTS_BUFFER.SQ_FULL, 0x1b2
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD, 0x860
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD, 0x860
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD, 0x160
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO, 0x460
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD, 0x260
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD, 0x160
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD_GE_6, 0x160
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO, 0x460
SQ_MISC.SPLIT_LOCK, 0x10f4
UNC_M_ACT_COUNT.BYP, 0x801
UNC_M_ACT_COUNT.RD, 0x101
UNC_M_ACT_COUNT.WR, 0x201
UNC_M_BYP_CMDS.ACT, 0x1a1
UNC_M_BYP_CMDS.CAS, 0x2a1
UNC_M_BYP_CMDS.PRE, 0x4a1
UNC_M_CAS_COUNT.ALL, 0xf04
UNC_M_CAS_COUNT.RD, 0x304
UNC_M_CAS_COUNT.RD_REG, 0x104
UNC_M_CAS_COUNT.RD_RMM, 0x2004
UNC_M_CAS_COUNT.RD_UNDERFILL, 0x204
UNC_M_CAS_COUNT.RD_WMM, 0x1004
UNC_M_CAS_COUNT.WR, 0xc04
UNC_M_CAS_COUNT.WR_RMM, 0x804
UNC_M_CAS_COUNT.WR_WMM, 0x404
UNC_M_DRAM_PRE_ALL, 0x6
UNC_M_DRAM_REFRESH.HIGH, 0x405
