cycle_activity.stalls_l3_miss, 0x6a3
unc_m3upi_vn1_no_credits.ncb, 0x105e
unc_m3upi_vn1_no_credits.ncs, 0x205e
unc_m3upi_vn1_no_credits.req, 0x15e
unc_m3upi_vn1_no_credits.rsp, 0x45e
unc_m3upi_vn1_no_credits.snp, 0x25e
unc_m3upi_vn1_no_credits.wb, 0x85e
unc_m3upi_wb_occ_compare.bothnonzero_rt_eq_localdest_vn0, 0x827e
unc_m3upi_wb_occ_compare.bothnonzero_rt_eq_localdest_vn1, 0xa07e
unc_m3upi_wb_occ_compare.bothnonzero_rt_gt_localdest_vn0, 0x817e
unc_m3upi_wb_occ_compare.bothnonzero_rt_gt_localdest_vn1, 0x907e
unc_m3upi_wb_occ_compare.bothnonzero_rt_lt_localdest_vn0, 0x847e
unc_m3upi_wb_occ_compare.bothnonzero_rt_lt_localdest_vn1, 0xc07e
unc_m3upi_wb_occ_compare.rt_eq_localdest_vn0, 0x27e
unc_m3upi_wb_occ_compare.rt_eq_localdest_vn1, 0x207e
unc_m3upi_wb_occ_compare.rt_gt_localdest_vn0, 0x17e
unc_m3upi_wb_occ_compare.rt_gt_localdest_vn1, 0x107e
unc_m3upi_wb_occ_compare.rt_lt_localdest_vn0, 0x47e
unc_m3upi_wb_occ_compare.rt_lt_localdest_vn1, 0x407e
unc_m3upi_wb_pending.localdest_vn0, 0x17d
unc_m3upi_wb_pending.localdest_vn1, 0x107d
unc_m3upi_wb_pending.local_and_rt_vn0, 0x47d
unc_m3upi_wb_pending.local_and_rt_vn1, 0x407d
unc_m3upi_wb_pending.routethru_vn0, 0x27d
unc_m3upi_wb_pending.routethru_vn1, 0x207d
unc_m3upi_wb_pending.waiting4pull_vn0, 0x87d
unc_m3upi_wb_pending.waiting4pull_vn1, 0x807d
unc_m3upi_xpt_pftch.arb, 0x461
unc_m3upi_xpt_pftch.arrived, 0x161
unc_m3upi_xpt_pftch.bypass, 0x261
unc_m3upi_xpt_pftch.flitted, 0x1061
unc_m3upi_xpt_pftch.lost_arb, 0x861
unc_m3upi_xpt_pftch.lost_old, 0x2061
unc_m3upi_xpt_pftch.lost_qfull, 0x4061
unc_mdf_crs_txr_inserts.ad_bnc, 0x147
unc_mdf_crs_txr_inserts.ad_crd, 0x247
unc_mdf_crs_txr_inserts.ak, 0x1047
unc_mdf_crs_txr_inserts.akc, 0x4047
unc_mdf_crs_txr_inserts.bl_bnc, 0x447
unc_mdf_crs_txr_inserts.bl_crd, 0x847
unc_mdf_crs_txr_inserts.iv, 0x2047
unc_mdf_crs_txr_v_bounces.ad, 0x14b
unc_mdf_crs_txr_v_bounces.ak, 0x44b
unc_mdf_crs_txr_v_bounces.akc, 0x104b
unc_mdf_crs_txr_v_bounces.bl, 0x24b
unc_mdf_crs_txr_v_bounces.iv, 0x84b
unc_mdf_fast_asserted.ad_bnc, 0x115
unc_mdf_fast_asserted.bl_crd, 0x215
unc_upi_clockticks, 0x1
unc_upi_direct_attempts.d2c, 0x112
unc_upi_direct_attempts.d2k, 0x212
unc_upi_flowq_no_vna_crd.ad_vna_eq0, 0x118
unc_upi_flowq_no_vna_crd.ad_vna_eq1, 0x218
unc_upi_flowq_no_vna_crd.ad_vna_eq2, 0x418
unc_upi_flowq_no_vna_crd.ak_vna_eq0, 0x1018
unc_upi_flowq_no_vna_crd.ak_vna_eq1, 0x2018
unc_upi_flowq_no_vna_crd.ak_vna_eq2, 0x4018
unc_upi_flowq_no_vna_crd.ak_vna_eq3, 0x8018
unc_upi_flowq_no_vna_crd.bl_vna_eq0, 0x818
unc_upi_l1_power_cycles, 0x21
unc_upi_m3_byp_blocked.bgf_crd, 0x814
unc_upi_m3_byp_blocked.flowq_ad_vna_le2, 0x114
unc_upi_m3_byp_blocked.flowq_ak_vna_le3, 0x414
unc_upi_m3_byp_blocked.flowq_bl_vna_eq0, 0x214
unc_upi_m3_byp_blocked.gv_block, 0x1014
unc_upi_m3_crd_return_blocked, 0x16
unc_upi_m3_rxq_blocked.bgf_crd, 0x2015
unc_upi_m3_rxq_blocked.flowq_ad_vna_btw_2_thresh, 0x215
unc_upi_m3_rxq_blocked.flowq_ad_vna_le2, 0x115
unc_upi_m3_rxq_blocked.flowq_ak_vna_le3, 0x1015
unc_upi_m3_rxq_blocked.flowq_bl_vna_btw_0_thresh, 0x815
unc_upi_m3_rxq_blocked.flowq_bl_vna_eq0, 0x415
unc_upi_m3_rxq_blocked.gv_block, 0x4015
unc_upi_phy_init_cycles, 0x20
unc_upi_power_l1_nack, 0x23
unc_upi_power_l1_req, 0x22
unc_upi_req_slot2_from_m3.ack, 0x846
unc_upi_req_slot2_from_m3.vn0, 0x246
unc_upi_req_slot2_from_m3.vn1, 0x446
unc_upi_req_slot2_from_m3.vna, 0x146
unc_upi_rxl0p_power_cycles, 0x25
unc_upi_rxl0_power_cycles, 0x24
unc_upi_rxl_any_flits.data, 0x84b
unc_upi_rxl_any_flits.llcrd, 0x104b
unc_upi_rxl_any_flits.llctrl, 0x404b
unc_upi_rxl_any_flits.null, 0x204b
unc_upi_rxl_any_flits.prothdr, 0x804b
unc_upi_rxl_any_flits.slot0, 0x14b
unc_upi_rxl_any_flits.slot1, 0x24b
unc_upi_rxl_any_flits.slot2, 0x44b
unc_upi_rxl_basic_hdr_match.ncb, 0xe05
unc_upi_rxl_basic_hdr_match.ncb_opc, 0x10e05
unc_upi_rxl_basic_hdr_match.ncs, 0xf05
unc_upi_rxl_basic_hdr_match.ncs_opc, 0x10f05
unc_upi_rxl_bypassed.slot0, 0x131
unc_upi_rxl_bypassed.slot1, 0x231
unc_upi_rxl_bypassed.slot2, 0x431
unc_upi_rxl_crc_errors, 0xb
unc_upi_rxl_crc_llr_req_transmit, 0x8
unc_upi_rxl_credits_consumed_vn0, 0x39
unc_upi_rxl_credits_consumed_vn1, 0x3a
unc_upi_rxl_credits_consumed_vna, 0x38
unc_upi_rxl_flits.all_data, 0xf03
unc_upi_rxl_flits.all_null, 0x2703
unc_upi_rxl_flits.data, 0x803
unc_upi_rxl_flits.idle, 0x4703
unc_upi_rxl_flits.llcrd, 0x1003
unc_upi_rxl_flits.llctrl, 0x4003
unc_upi_rxl_flits.non_data, 0x9703
unc_upi_rxl_flits.null, 0x2003
unc_upi_rxl_flits.prothdr, 0x8003
unc_upi_rxl_flits.slot0, 0x103
unc_upi_rxl_flits.slot1, 0x203
unc_upi_rxl_flits.slot2, 0x403
unc_upi_rxl_inserts.slot0, 0x130
unc_upi_rxl_inserts.slot1, 0x230
unc_upi_rxl_inserts.slot2, 0x430
unc_upi_rxl_occupancy.slot0, 0x132
unc_upi_rxl_occupancy.slot1, 0x232
unc_upi_rxl_occupancy.slot2, 0x432
unc_upi_rxl_slot_bypass.s0_rxq1, 0x133
unc_upi_rxl_slot_bypass.s0_rxq2, 0x233
unc_upi_rxl_slot_bypass.s1_rxq0, 0x433
unc_upi_rxl_slot_bypass.s1_rxq2, 0x833
unc_upi_rxl_slot_bypass.s2_rxq0, 0x1033
unc_upi_rxl_slot_bypass.s2_rxq1, 0x2033
unc_upi_txl0p_clk_active.cfg_ctl, 0x12a
unc_upi_txl0p_clk_active.dfx, 0x402a
unc_upi_txl0p_clk_active.retry, 0x202a
unc_upi_txl0p_clk_active.rxq, 0x22a
unc_upi_txl0p_clk_active.rxq_bypass, 0x42a
unc_upi_txl0p_clk_active.rxq_cred, 0x82a
unc_upi_txl0p_clk_active.spare, 0x802a
unc_upi_txl0p_clk_active.txq, 0x102a
unc_upi_txl0p_power_cycles, 0x27
unc_upi_txl0p_power_cycles_ll_enter, 0x28
unc_upi_txl0p_power_cycles_m3_exit, 0x29
unc_upi_txl0_power_cycles, 0x26
unc_upi_txl_any_flits.data, 0x84a
unc_upi_txl_any_flits.llcrd, 0x104a
unc_upi_txl_any_flits.llctrl, 0x404a
unc_upi_txl_any_flits.null, 0x204a
unc_upi_txl_any_flits.prothdr, 0x804a
unc_upi_txl_any_flits.slot0, 0x14a
unc_upi_txl_any_flits.slot1, 0x24a
unc_upi_txl_any_flits.slot2, 0x44a
unc_upi_txl_basic_hdr_match.ncb, 0xe04
unc_upi_txl_basic_hdr_match.ncb_opc, 0x10e04
unc_upi_txl_basic_hdr_match.ncs, 0xf04
unc_upi_txl_basic_hdr_match.ncs_opc, 0x10f04
unc_upi_txl_bypassed, 0x41
unc_upi_txl_flits.all_data, 0xf02
unc_upi_txl_flits.all_llcrd, 0x1702
unc_upi_txl_flits.all_llctrl, 0x4702
unc_upi_txl_flits.all_null, 0x2702
unc_upi_txl_flits.all_prothdr, 0x8702
unc_upi_txl_flits.data, 0x802
unc_upi_txl_flits.idle, 0x4702
unc_upi_txl_flits.llcrd, 0x1002
unc_upi_txl_flits.llctrl, 0x4002
unc_upi_txl_flits.non_data, 0x9702
unc_upi_txl_flits.null, 0x2002
unc_upi_txl_flits.prothdr, 0x8002
unc_upi_txl_flits.slot0, 0x102
unc_upi_txl_flits.slot1, 0x202
unc_upi_txl_flits.slot2, 0x402
unc_upi_txl_inserts, 0x40
unc_upi_txl_occupancy, 0x42
unc_upi_vna_credit_return_blocked_vn01, 0x45
unc_upi_vna_credit_return_occupancy, 0x44
unc_u_event_msg.doorbell_rcvd, 0x842
unc_u_event_msg.int_prio, 0x1042
unc_u_event_msg.ipi_rcvd, 0x442
unc_u_event_msg.msi_rcvd, 0x242
unc_u_event_msg.vlw_rcvd, 0x142
unc_u_m2u_misc1.rxc_cycles_ne_cbo_ncb, 0x14d
unc_u_m2u_misc1.rxc_cycles_ne_cbo_ncs, 0x24d
unc_u_m2u_misc1.rxc_cycles_ne_upi_ncb, 0x44d
unc_u_m2u_misc1.rxc_cycles_ne_upi_ncs, 0x84d
unc_u_m2u_misc1.txc_cycles_crd_ovf_cbo_ncb, 0x104d
unc_u_m2u_misc1.txc_cycles_crd_ovf_cbo_ncs, 0x204d
unc_u_m2u_misc1.txc_cycles_crd_ovf_upi_ncb, 0x404d
unc_u_m2u_misc1.txc_cycles_crd_ovf_upi_ncs, 0x804d
unc_u_m2u_misc2.rxc_cycles_empty_bl, 0x24e
unc_u_m2u_misc2.rxc_cycles_full_bl, 0x14e
unc_u_m2u_misc2.txc_cycles_crd_ovf_vn0_ncb, 0x44e
unc_u_m2u_misc2.txc_cycles_crd_ovf_vn0_ncs, 0x84e
unc_u_m2u_misc2.txc_cycles_empty_ak, 0x204e
unc_u_m2u_misc2.txc_cycles_empty_akc, 0x404e
unc_u_m2u_misc2.txc_cycles_empty_bl, 0x104e
unc_u_m2u_misc2.txc_cycles_full_bl, 0x804e
unc_u_m2u_misc3.txc_cycles_full_ak, 0x14f
unc_u_m2u_misc3.txc_cycles_full_akc, 0x24f
unc_u_phold_cycles.assert_to_ack, 0x145
unc_u_racu_drng.pftch_buf_empty, 0x44c
unc_u_racu_drng.rdrand, 0x14c
unc_u_racu_drng.rdseed, 0x24c
unc_u_racu_requests, 0x46
unc_cxlcm_clockticks, 0x201
unc_cxlcm_rxc_agf_inserts.cache_data, 0x843
unc_cxlcm_rxc_agf_inserts.cache_req0, 0x143
unc_cxlcm_rxc_agf_inserts.cache_req1, 0x243
unc_cxlcm_rxc_agf_inserts.cache_rsp0, 0x443
unc_cxlcm_rxc_agf_inserts.cache_rsp1, 0x4043
unc_cxlcm_rxc_agf_inserts.mem_data, 0x2043
unc_cxlcm_rxc_agf_inserts.mem_req, 0x1043
unc_cxlcm_rxc_flits.ak_hdr, 0x104b
unc_cxlcm_rxc_flits.be_hdr, 0x204b
unc_cxlcm_rxc_flits.ctrl, 0x44b
unc_cxlcm_rxc_flits.no_hdr, 0x84b
unc_cxlcm_rxc_flits.prot, 0x24b
unc_cxlcm_rxc_flits.sz_hdr, 0x404b
unc_cxlcm_rxc_flits.valid, 0x14b
unc_cxlcm_rxc_flits.valid_msg, 0x804b
unc_cxlcm_rxc_misc.crc_errors, 0x840
unc_cxlcm_rxc_misc.init, 0x440
unc_cxlcm_rxc_misc.llcrd, 0x140
unc_cxlcm_rxc_misc.retry, 0x240
unc_cxlcm_rxc_pack_buf_full.cache_data, 0x452
unc_cxlcm_rxc_pack_buf_full.cache_req, 0x152
unc_cxlcm_rxc_pack_buf_full.cache_rsp, 0x252
unc_cxlcm_rxc_pack_buf_full.mem_data, 0x1052
unc_cxlcm_rxc_pack_buf_full.mem_req, 0x852
unc_cxlcm_rxc_pack_buf_inserts.cache_data, 0x441
unc_cxlcm_rxc_pack_buf_inserts.cache_req, 0x141
unc_cxlcm_rxc_pack_buf_inserts.cache_rsp, 0x241
unc_cxlcm_rxc_pack_buf_inserts.mem_data, 0x1041
unc_cxlcm_rxc_pack_buf_inserts.mem_req, 0x841
unc_cxlcm_rxc_pack_buf_ne.cache_data, 0x442
unc_cxlcm_rxc_pack_buf_ne.cache_req, 0x142
unc_cxlcm_rxc_pack_buf_ne.cache_rsp, 0x242
unc_cxlcm_rxc_pack_buf_ne.mem_data, 0x1042
unc_cxlcm_rxc_pack_buf_ne.mem_req, 0x842
unc_cxlcm_txc_flits.ak_hdr, 0x1005
unc_cxlcm_txc_flits.be_hdr, 0x2005
unc_cxlcm_txc_flits.ctrl, 0x405
unc_cxlcm_txc_flits.no_hdr, 0x805
unc_cxlcm_txc_flits.prot, 0x205
unc_cxlcm_txc_flits.sz_hdr, 0x4005
unc_cxlcm_txc_flits.valid, 0x105
unc_cxlcm_txc_pack_buf_inserts.cache_data, 0x402
unc_cxlcm_txc_pack_buf_inserts.cache_req0, 0x102
unc_cxlcm_txc_pack_buf_inserts.cache_req1, 0x4002
unc_cxlcm_txc_pack_buf_inserts.cache_rsp0, 0x202
unc_cxlcm_txc_pack_buf_inserts.cache_rsp1, 0x2002
unc_cxlcm_txc_pack_buf_inserts.mem_data, 0x1002
unc_cxlcm_txc_pack_buf_inserts.mem_req, 0x802
unc_cxldp_clockticks, 0x101
unc_cxldp_txc_agf_inserts.m2s_data, 0x2002
unc_cxldp_txc_agf_inserts.m2s_req, 0x1002
unc_cxldp_txc_agf_inserts.u2c_data, 0x802
unc_cxldp_txc_agf_inserts.u2c_req, 0x102
unc_cxldp_txc_agf_inserts.u2c_rsp0, 0x202
unc_cxldp_txc_agf_inserts.u2c_rsp1, 0x402
arith.divider_active, 0x9b0
arith.div_active, 0x9b0
arith.fp_divider_active, 0x1b0
arith.idiv_active, 0x8b0
arith.int_divider_active, 0x8b0
assists.any, 0x1bc1
br_inst_retired.all_branches, 0xc4
br_inst_retired.cond, 0x11c4
br_inst_retired.cond_ntaken, 0x10c4
br_inst_retired.cond_taken, 0x1c4
br_inst_retired.far_branch, 0x40c4
br_inst_retired.indirect, 0x80c4
br_inst_retired.near_call, 0x2c4
br_inst_retired.near_return, 0x8c4
br_inst_retired.near_taken, 0x20c4
br_misp_retired.all_branches, 0xc5
br_misp_retired.cond, 0x11c5
br_misp_retired.cond_ntaken, 0x10c5
br_misp_retired.cond_taken, 0x1c5
br_misp_retired.indirect, 0x80c5
br_misp_retired.indirect_call, 0x2c5
br_misp_retired.near_taken, 0x20c5
br_misp_retired.ret, 0x8c5
cpu_clk_unhalted.c01, 0x10ec
cpu_clk_unhalted.c02, 0x20ec
cpu_clk_unhalted.c0_wait, 0x70ec
cpu_clk_unhalted.distributed, 0x2ec
cpu_clk_unhalted.one_thread_active, 0x23c
cpu_clk_unhalted.pause, 0x40ec
cpu_clk_unhalted.pause_inst, 0x40ec
cpu_clk_unhalted.ref_distributed, 0x83c
cpu_clk_unhalted.ref_tsc_p, 0x13c
cpu_clk_unhalted.thread_p, 0x3c
cycle_activity.cycles_l1d_miss, 0x8a3
cycle_activity.cycles_l2_miss, 0x1a3
cycle_activity.cycles_mem_any, 0x10a3
cycle_activity.stalls_l1d_miss, 0xca3
cycle_activity.stalls_l2_miss, 0x5a3
cycle_activity.stalls_total, 0x4a3
exe.amx_busy, 0x2b7
exe_activity.1_ports_util, 0x2a6
exe_activity.2_3_ports_util, 0xca6
exe_activity.2_ports_util, 0x4a6
exe_activity.3_ports_util, 0x8a6
exe_activity.4_ports_util, 0x10a6
exe_activity.bound_on_loads, 0x21a6
exe_activity.bound_on_stores, 0x40a6
exe_activity.exe_bound_0_ports, 0x80a6
inst_decoded.decoders, 0x175
inst_retired.any_p, 0xc0
inst_retired.macro_fused, 0x10c0
inst_retired.nop, 0x2c0
inst_retired.rep_iteration, 0x8c0
int_misc.clears_count, 0x1ad
int_misc.clear_resteer_cycles, 0x80ad
int_misc.mba_stalls, 0x20ad
int_misc.recovery_cycles, 0x1ad
int_misc.unknown_branch_cycles, 0x40ad
int_misc.uop_dropping, 0x10ad
int_vec_retired.128bit, 0x13e7
int_vec_retired.256bit, 0xace7
int_vec_retired.add_128, 0x3e7
int_vec_retired.add_256, 0xce7
int_vec_retired.mul_256, 0x80e7
int_vec_retired.shuffles, 0x40e7
int_vec_retired.vnni_128, 0x10e7
int_vec_retired.vnni_256, 0x20e7
ld_blocks.address_alias, 0x403
ld_blocks.no_sr, 0x8803
ld_blocks.store_forward, 0x8203
load_hit_prefetch.swpf, 0x14c
lsd.cycles_active, 0x1a8
lsd.cycles_ok, 0x1a8
lsd.uops, 0x1a8
machine_clears.count, 0x1c3
machine_clears.smc, 0x4c3
misc2_retired.lfence, 0x20e0
misc_retired.lbr_inserts, 0x20cc
resource_stalls.sb, 0x8a2
resource_stalls.scoreboard, 0x2a2
rs.empty, 0x7a5
rs.empty_count, 0x7a5
rs.empty_resource, 0x1a5
rs_empty.count, 0x7a5
rs_empty.cycles, 0x7a5
topdown.backend_bound_slots, 0x2a4
topdown.bad_spec_slots, 0x4a4
topdown.br_mispredict_slots, 0x8a4
topdown.memory_bound_slots, 0x10a4
topdown.slots_p, 0x1a4
uops_decoded.dec0_uops, 0x176
uops_dispatched.port_0, 0x1b2
uops_dispatched.port_1, 0x2b2
uops_dispatched.port_2_3_10, 0x4b2
uops_dispatched.port_4_9, 0x10b2
uops_dispatched.port_5_11, 0x20b2
uops_dispatched.port_6, 0x40b2
uops_dispatched.port_7_8, 0x80b2
uops_executed.core, 0x2b1
uops_executed.core_cycles_ge_1, 0x2b1
uops_executed.core_cycles_ge_2, 0x2b1
uops_executed.core_cycles_ge_3, 0x2b1
uops_executed.core_cycles_ge_4, 0x2b1
uops_executed.cycles_ge_1, 0x1b1
uops_executed.cycles_ge_2, 0x1b1
uops_executed.cycles_ge_3, 0x1b1
uops_executed.cycles_ge_4, 0x1b1
uops_executed.stalls, 0x1b1
uops_executed.stall_cycles, 0x1b1
uops_executed.thread, 0x1b1
uops_executed.x87, 0x10b1
uops_issued.any, 0x1ae
uops_issued.cycles, 0x1ae
uops_retired.cycles, 0x2c2
uops_retired.heavy, 0x1c2
uops_retired.ms, 0x4c2
uops_retired.slots, 0x2c2
uops_retired.stalls, 0x2c2
uops_retired.stall_cycles, 0x2c2
unc_iio_bandwidth_in.part0_freerun, 0x20ff
unc_iio_bandwidth_in.part1_freerun, 0x21ff
unc_iio_bandwidth_in.part2_freerun, 0x22ff
unc_iio_bandwidth_in.part3_freerun, 0x23ff
unc_iio_bandwidth_in.part4_freerun, 0x24ff
unc_iio_bandwidth_in.part5_freerun, 0x25ff
unc_iio_bandwidth_in.part6_freerun, 0x26ff
unc_iio_bandwidth_in.part7_freerun, 0x27ff
unc_iio_bandwidth_out.part0_freerun, 0x30ff
unc_iio_bandwidth_out.part1_freerun, 0x31ff
unc_iio_bandwidth_out.part2_freerun, 0x32ff
unc_iio_bandwidth_out.part3_freerun, 0x33ff
unc_iio_bandwidth_out.part4_freerun, 0x34ff
unc_iio_bandwidth_out.part5_freerun, 0x35ff
unc_iio_bandwidth_out.part6_freerun, 0x36ff
unc_iio_bandwidth_out.part7_freerun, 0x37ff
unc_iio_clockticks, 0x1
unc_iio_clockticks_freerun, 0x10ff
unc_iio_comp_buf_inserts.cmpd.all_parts, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part0, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part1, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part2, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part3, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part4, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part5, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part6, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part7, 0x4c2
unc_iio_comp_buf_occupancy.cmpd.all_parts, 0xffd5
unc_iio_comp_buf_occupancy.cmpd.part0, 0x1d5
unc_iio_comp_buf_occupancy.cmpd.part1, 0x2d5
unc_iio_comp_buf_occupancy.cmpd.part2, 0x4d5
unc_iio_comp_buf_occupancy.cmpd.part3, 0x8d5
unc_iio_comp_buf_occupancy.cmpd.part4, 0x10d5
unc_iio_comp_buf_occupancy.cmpd.part5, 0x20d5
unc_iio_comp_buf_occupancy.cmpd.part6, 0x40d5
unc_iio_comp_buf_occupancy.cmpd.part7, 0x80d5
unc_iio_data_req_by_cpu.mem_read.all_parts, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part0, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part1, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part2, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part3, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part4, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part5, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part6, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part7, 0x4c0
unc_iio_data_req_by_cpu.mem_write.all_parts, 0x1c0
unc_iio_data_req_by_cpu.mem_write.iommu0, 0x1c0
unc_iio_data_req_by_cpu.mem_write.iommu1, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part0, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part1, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part2, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part3, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part4, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part5, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part6, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part7, 0x1c0
unc_iio_data_req_by_cpu.peer_read.part0, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part1, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part2, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part3, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part4, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part5, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part6, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part7, 0x8c0
unc_iio_data_req_by_cpu.peer_write.part0, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part1, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part2, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part3, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part4, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part5, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part6, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part7, 0x2c0
unc_iio_data_req_of_cpu.cmpd.all_parts, 0x8083
unc_iio_data_req_of_cpu.cmpd.part0, 0x8083
unc_iio_data_req_of_cpu.cmpd.part1, 0x8083
unc_iio_data_req_of_cpu.cmpd.part2, 0x8083
unc_iio_data_req_of_cpu.cmpd.part3, 0x8083
unc_iio_data_req_of_cpu.cmpd.part4, 0x8083
unc_iio_data_req_of_cpu.cmpd.part5, 0x8083
unc_iio_data_req_of_cpu.cmpd.part6, 0x8083
unc_iio_data_req_of_cpu.cmpd.part7, 0x8083
unc_iio_data_req_of_cpu.mem_read.all_parts, 0x483
unc_iio_data_req_of_cpu.mem_read.part0, 0x483
unc_iio_data_req_of_cpu.mem_read.part1, 0x483
unc_iio_data_req_of_cpu.mem_read.part2, 0x483
unc_iio_data_req_of_cpu.mem_read.part3, 0x483
unc_iio_data_req_of_cpu.mem_read.part4, 0x483
unc_iio_data_req_of_cpu.mem_read.part5, 0x483
unc_iio_data_req_of_cpu.mem_read.part6, 0x483
unc_iio_data_req_of_cpu.mem_read.part7, 0x483
unc_iio_data_req_of_cpu.mem_write.all_parts, 0x183
unc_iio_data_req_of_cpu.mem_write.part0, 0x183
unc_iio_data_req_of_cpu.mem_write.part1, 0x183
unc_iio_data_req_of_cpu.mem_write.part2, 0x183
unc_iio_data_req_of_cpu.mem_write.part3, 0x183
unc_iio_data_req_of_cpu.mem_write.part4, 0x183
unc_iio_data_req_of_cpu.mem_write.part5, 0x183
unc_iio_data_req_of_cpu.mem_write.part6, 0x183
unc_iio_data_req_of_cpu.mem_write.part7, 0x183
unc_iio_data_req_of_cpu.peer_write.part0, 0x283
unc_iio_data_req_of_cpu.peer_write.part1, 0x283
unc_iio_data_req_of_cpu.peer_write.part2, 0x283
unc_iio_data_req_of_cpu.peer_write.part3, 0x283
unc_iio_data_req_of_cpu.peer_write.part4, 0x283
unc_iio_data_req_of_cpu.peer_write.part5, 0x283
unc_iio_data_req_of_cpu.peer_write.part6, 0x283
unc_iio_data_req_of_cpu.peer_write.part7, 0x283
unc_iio_inbound_arb_req.data, 0x2086
unc_iio_inbound_arb_req.final_rd_wr, 0x886
unc_iio_inbound_arb_req.iommu_hit, 0x286
unc_iio_inbound_arb_req.iommu_req, 0x186
unc_iio_inbound_arb_req.req_own, 0x486
unc_iio_inbound_arb_req.wr, 0x1086
unc_iio_inbound_arb_won.data, 0x2087
unc_iio_inbound_arb_won.final_rd_wr, 0x887
unc_iio_inbound_arb_won.iommu_hit, 0x287
unc_iio_inbound_arb_won.iommu_req, 0x187
unc_iio_inbound_arb_won.req_own, 0x487
unc_iio_inbound_arb_won.wr, 0x1087
unc_iio_iommu0.1g_hits, 0x1040
unc_iio_iommu0.2m_hits, 0x840
unc_iio_iommu0.4k_hits, 0x440
unc_iio_iommu0.ctxt_cache_hits, 0x8040
unc_iio_iommu0.ctxt_cache_lookups, 0x4040
unc_iio_iommu0.first_lookups, 0x140
unc_iio_iommu0.misses, 0x2040
unc_iio_iommu1.num_mem_accesses, 0xc041
unc_iio_iommu1.pwc_1g_hits, 0x441
unc_iio_iommu1.pwc_256t_hits, 0x1041
unc_iio_iommu1.pwc_2m_hits, 0x241
unc_iio_iommu1.pwc_512g_hits, 0x841
unc_iio_iommu1.pwc_cache_fills, 0x2041
unc_iio_iommu1.pwt_cache_lookups, 0x141
unc_iio_iommu1.slpwc_1g_hits, 0x441
unc_iio_iommu1.slpwc_256t_hits, 0x1041
unc_iio_iommu1.slpwc_512g_hits, 0x841
unc_iio_iommu3.pwt_occupancy_msb, 0x143
unc_iio_mask_match_and.bus0, 0x102
unc_iio_mask_match_and.bus0_bus1, 0x802
unc_iio_mask_match_and.bus0_not_bus1, 0x402
unc_iio_mask_match_and.bus1, 0x202
unc_iio_mask_match_and.not_bus0_bus1, 0x1002
unc_iio_mask_match_and.not_bus0_not_bus1, 0x2002
unc_iio_mask_match_or.bus0, 0x103
unc_iio_mask_match_or.bus0_bus1, 0x803
unc_iio_mask_match_or.bus0_not_bus1, 0x403
unc_iio_mask_match_or.bus1, 0x203
unc_iio_mask_match_or.not_bus0_bus1, 0x1003
unc_iio_mask_match_or.not_bus0_not_bus1, 0x2003
unc_iio_num_req_of_cpu.commit.all, 0x185
unc_iio_num_req_of_cpu_by_tgt.abort, 0x808e
unc_iio_num_req_of_cpu_by_tgt.confined_p2p, 0x408e
unc_iio_num_req_of_cpu_by_tgt.loc_p2p, 0x208e
unc_iio_num_req_of_cpu_by_tgt.mcast, 0x28e
unc_iio_num_req_of_cpu_by_tgt.mem, 0x88e
