CYCLE_ACTIVITY.STALLS_L3_MISS, 0x6a3
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_LOCAL_DDR, 0xc816860135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_LOCAL_PMM, 0xc8168a0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_OPT, 0xc827fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_OPT_PREF, 0xc8a7fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PMM, 0xc8178a0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF, 0xc897fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_DDR, 0xc897860135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_LOCAL, 0xc896fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_LOCAL_DDR, 0xc896860135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_LOCAL_PMM, 0xc8968a0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_PMM, 0xc8978a0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_REMOTE, 0xc8977e0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_REMOTE_DDR, 0xc897060135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PREF_REMOTE_PMM, 0xc8970a0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_REMOTE, 0xc8177e0135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_REMOTE_DDR, 0xc817060135
UNC_CHA_TOR_INSERTS.IA_MISS_DRD_REMOTE_PMM, 0xc8170a0135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR, 0xc867fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_DDR, 0xc867860135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_DRAM, 0xc867860135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_LOCAL_DDR, 0xc866860135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_LOCAL_DRAM, 0xc866860135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_LOCAL_PMM, 0xc8668a0135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_PMM, 0xc8678a0135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_REMOTE_DDR, 0xc867060135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_REMOTE_DRAM, 0xc867060135
UNC_CHA_TOR_INSERTS.IA_MISS_FULL_STREAMING_WR_REMOTE_PMM, 0xc8670a0135
UNC_CHA_TOR_INSERTS.IA_MISS_ITOM, 0xcc47fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_LLCPREFCODE, 0xcccffe0135
UNC_CHA_TOR_INSERTS.IA_MISS_LLCPREFDATA, 0xccd7fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_LLCPREFRFO, 0xccc7fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_LOCAL_WCILF_DDR, 0xc866860135
UNC_CHA_TOR_INSERTS.IA_MISS_LOCAL_WCILF_PMM, 0xc8668a0135
UNC_CHA_TOR_INSERTS.IA_MISS_LOCAL_WCIL_DDR, 0xc86e860135
UNC_CHA_TOR_INSERTS.IA_MISS_LOCAL_WCIL_PMM, 0xc86e8a0135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR, 0xc86ffe0135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_DDR, 0xc86f860135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_DRAM, 0xc86f860135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_LOCAL_DDR, 0xc86e860135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_LOCAL_DRAM, 0xc86e860135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_LOCAL_PMM, 0xc86e8a0135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_PMM, 0xc86f8a0135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_REMOTE_DDR, 0xc86f060135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_REMOTE_DRAM, 0xc86f060135
UNC_CHA_TOR_INSERTS.IA_MISS_PARTIAL_STREAMING_WR_REMOTE_PMM, 0xc86f0a0135
UNC_CHA_TOR_INSERTS.IA_MISS_REMOTE_WCILF_DDR, 0xc867060135
UNC_CHA_TOR_INSERTS.IA_MISS_REMOTE_WCILF_PMM, 0xc8670a0135
UNC_CHA_TOR_INSERTS.IA_MISS_REMOTE_WCIL_DDR, 0xc86f060135
UNC_CHA_TOR_INSERTS.IA_MISS_REMOTE_WCIL_PMM, 0xc86f0a0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO, 0xc807fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO_LOCAL, 0xc806fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO_PREF, 0xc887fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO_PREF_LOCAL, 0xc886fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO_PREF_REMOTE, 0xc8877e0135
UNC_CHA_TOR_INSERTS.IA_MISS_RFO_REMOTE, 0xc8077e0135
UNC_CHA_TOR_INSERTS.IA_MISS_SPECITOM, 0xcc57fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_UCRDF, 0xc877de0135
UNC_CHA_TOR_INSERTS.IA_MISS_WCIL, 0xc86ffe0135
UNC_CHA_TOR_INSERTS.IA_MISS_WCILF, 0xc867fe0135
UNC_CHA_TOR_INSERTS.IA_MISS_WCILF_DDR, 0xc867860135
UNC_CHA_TOR_INSERTS.IA_MISS_WCILF_PMM, 0xc8678a0135
UNC_CHA_TOR_INSERTS.IA_MISS_WCIL_DDR, 0xc86f860135
UNC_CHA_TOR_INSERTS.IA_MISS_WCIL_PMM, 0xc86f8a0135
UNC_CHA_TOR_INSERTS.IA_MISS_WIL, 0xc87fde0135
UNC_CHA_TOR_INSERTS.IA_RFO, 0xc807ff0135
UNC_CHA_TOR_INSERTS.IA_RFO_PREF, 0xc887ff0135
UNC_CHA_TOR_INSERTS.IA_SPECITOM, 0xcc57ff0135
UNC_CHA_TOR_INSERTS.IA_WBEFTOE, 0xcc3fff0135
UNC_CHA_TOR_INSERTS.IA_WBEFTOI, 0xcc37ff0135
UNC_CHA_TOR_INSERTS.IA_WBMTOE, 0xcc2fff0135
UNC_CHA_TOR_INSERTS.IA_WBMTOI, 0xcc27ff0135
UNC_CHA_TOR_INSERTS.IA_WBSTOI, 0xcc67ff0135
UNC_CHA_TOR_INSERTS.IA_WCIL, 0xc86fff0135
UNC_CHA_TOR_INSERTS.IA_WCILF, 0xc867ff0135
UNC_CHA_TOR_INSERTS.IO, 0xc001ff0435
UNC_CHA_TOR_INSERTS.IO_CLFLUSH, 0xc8c3ff0435
UNC_CHA_TOR_INSERTS.IO_HIT, 0xc001fd0435
UNC_CHA_TOR_INSERTS.IO_HIT_ITOM, 0xcc43fd0435
UNC_CHA_TOR_INSERTS.IO_HIT_ITOMCACHENEAR, 0xcd43fd0435
UNC_CHA_TOR_INSERTS.IO_HIT_PCIRDCUR, 0xc8f3fd0435
UNC_CHA_TOR_INSERTS.IO_HIT_RFO, 0xc803fd0435
UNC_CHA_TOR_INSERTS.IO_ITOM, 0xcc43ff0435
UNC_CHA_TOR_INSERTS.IO_ITOMCACHENEAR, 0xcd43ff0435
UNC_CHA_TOR_INSERTS.IO_ITOMCACHENEAR_LOCAL, 0xcd42ff0435
UNC_CHA_TOR_INSERTS.IO_ITOMCACHENEAR_REMOTE, 0xcd437f0435
UNC_CHA_TOR_INSERTS.IO_ITOM_LOCAL, 0xcc42ff0435
UNC_CHA_TOR_INSERTS.IO_ITOM_REMOTE, 0xcc437f0435
UNC_CHA_TOR_INSERTS.IO_MISS, 0xc001fe0435
UNC_CHA_TOR_INSERTS.IO_MISS_ITOM, 0xcc43fe0435
UNC_CHA_TOR_INSERTS.IO_MISS_ITOMCACHENEAR, 0xcd43fe0435
UNC_CHA_TOR_INSERTS.IO_MISS_PCIRDCUR, 0xc8f3fe0435
UNC_CHA_TOR_INSERTS.IO_MISS_RFO, 0xc803fe0435
UNC_CHA_TOR_INSERTS.IO_PCIRDCUR, 0xc8f3ff0435
UNC_CHA_TOR_INSERTS.IO_PCIRDCUR_LOCAL, 0xc8f2ff0435
UNC_CHA_TOR_INSERTS.IO_PCIRDCUR_REMOTE, 0xc8f37f0435
UNC_CHA_TOR_INSERTS.IO_RFO, 0xc803ff0435
UNC_CHA_TOR_INSERTS.IO_WBMTOI, 0xcc23ff0435
UNC_CHA_TOR_INSERTS.IPQ, 0x835
UNC_CHA_TOR_INSERTS.IRQ_IA, 0x135
UNC_CHA_TOR_INSERTS.IRQ_NON_IA, 0x1035
UNC_CHA_TOR_INSERTS.ISOC, 0x35
UNC_CHA_TOR_INSERTS.LOCAL_TGT, 0x35
UNC_CHA_TOR_INSERTS.LOC_ALL, 0xc000ff0535
UNC_CHA_TOR_INSERTS.LOC_IA, 0xc000ff0135
UNC_CHA_TOR_INSERTS.LOC_IO, 0xc000ff0435
UNC_CHA_TOR_INSERTS.MATCH_OPC, 0x35
UNC_CHA_TOR_INSERTS.MISS, 0x35
UNC_CHA_TOR_INSERTS.MMCFG, 0x35
UNC_CHA_TOR_INSERTS.NEARMEM, 0x35
UNC_CHA_TOR_INSERTS.NONCOH, 0x35
UNC_CHA_TOR_INSERTS.NOT_NEARMEM, 0x35
UNC_CHA_TOR_INSERTS.PMM, 0x35
UNC_CHA_TOR_INSERTS.PREMORPH_OPC, 0x35
UNC_CHA_TOR_INSERTS.PRQ_IOSF, 0x435
UNC_CHA_TOR_INSERTS.PRQ_NON_IOSF, 0x2035
UNC_CHA_TOR_INSERTS.REMOTE_TGT, 0x35
UNC_CHA_TOR_INSERTS.RRQ, 0x4035
UNC_CHA_TOR_INSERTS.WBQ, 0x8035
UNC_CHA_TOR_OCCUPANCY.DDR, 0x36
UNC_CHA_TOR_OCCUPANCY.EVICT, 0x236
UNC_CHA_TOR_OCCUPANCY.HIT, 0x36
UNC_CHA_TOR_OCCUPANCY.IA, 0xc001ff0136
UNC_CHA_TOR_OCCUPANCY.IA_CLFLUSH, 0xc8c7ff0136
UNC_CHA_TOR_OCCUPANCY.IA_CLFLUSHOPT, 0xc8d7ff0136
UNC_CHA_TOR_OCCUPANCY.IA_CRD, 0xc80fff0136
UNC_CHA_TOR_OCCUPANCY.IA_CRD_PREF, 0xc88fff0136
UNC_CHA_TOR_OCCUPANCY.IA_DRD, 0xc817ff0136
UNC_CHA_TOR_OCCUPANCY.IA_DRDPTE, 0xc837ff0136
UNC_CHA_TOR_OCCUPANCY.IA_DRD_OPT, 0xc827ff0136
UNC_CHA_TOR_OCCUPANCY.IA_DRD_OPT_PREF, 0xc8a7ff0136
UNC_CHA_TOR_OCCUPANCY.IA_DRD_PREF, 0xc897ff0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT, 0xc001fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_CRD, 0xc80ffd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_CRD_PREF, 0xc88ffd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_DRD, 0xc817fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_DRDPTE, 0xc837fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_DRD_OPT, 0xc827fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_DRD_OPT_PREF, 0xc8a7fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_DRD_PREF, 0xc897fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_ITOM, 0xcc47fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_LLCPREFCODE, 0xcccffd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_LLCPREFDATA, 0xccd7fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_LLCPREFRFO, 0xccc7fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_RFO, 0xc807fd0136
UNC_CHA_TOR_OCCUPANCY.IA_HIT_RFO_PREF, 0xc887fd0136
UNC_CHA_TOR_OCCUPANCY.IA_ITOM, 0xcc47ff0136
UNC_CHA_TOR_OCCUPANCY.IA_ITOMCACHENEAR, 0xcd47ff0136
UNC_CHA_TOR_OCCUPANCY.IA_LLCPREFCODE, 0xcccfff0136
UNC_CHA_TOR_OCCUPANCY.IA_LLCPREFDATA, 0xccd7ff0136
UNC_CHA_TOR_OCCUPANCY.IA_LLCPREFRFO, 0xccc7ff0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS, 0xc001fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD, 0xc80ffe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD_LOCAL, 0xc80efe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD_PREF, 0xc88ffe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD_PREF_LOCAL, 0xc88efe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD_PREF_REMOTE, 0xc88f7e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_CRD_REMOTE, 0xc80f7e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD, 0xc817fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRDPTE, 0xc837fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_DDR, 0xc817860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_LOCAL, 0xc816fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_LOCAL_DDR, 0xc816860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_LOCAL_PMM, 0xc8168a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_OPT, 0xc827fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_OPT_PREF, 0xc8a7fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PMM, 0xc8178a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF, 0xc897fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_DDR, 0xc897860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_LOCAL, 0xc896fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_LOCAL_DDR, 0xc896860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_LOCAL_PMM, 0xc8968a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_PMM, 0xc8978a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_REMOTE, 0xc8977e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_REMOTE_DDR, 0xc897060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PREF_REMOTE_PMM, 0xc8970a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_REMOTE, 0xc8177e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_REMOTE_DDR, 0xc817060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_REMOTE_PMM, 0xc8170a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR, 0xc867fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_DDR, 0xc867860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_LOCAL_DDR, 0xc866860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_LOCAL_PMM, 0xc8668a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_PMM, 0xc8678a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_REMOTE_DDR, 0xc867060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_FULL_STREAMING_WR_REMOTE_PMM, 0xc8670a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_ITOM, 0xcc47fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LLCPREFCODE, 0xcccffe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LLCPREFDATA, 0xccd7fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LLCPREFRFO, 0xccc7fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LOCAL_WCILF_DDR, 0xc866860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LOCAL_WCILF_PMM, 0xc8668a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LOCAL_WCIL_DDR, 0xc86e860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_LOCAL_WCIL_PMM, 0xc86e8a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR, 0xc86ffe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_DDR, 0xc86f860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_LOCAL_DDR, 0xc86e860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_LOCAL_PMM, 0xc86e8a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_PMM, 0xc86f8a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_REMOTE_DDR, 0xc86f060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_PARTIAL_STREAMING_WR_REMOTE_PMM, 0xc86f0a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_REMOTE_WCILF_DDR, 0xc867060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_REMOTE_WCILF_PMM, 0xc8670a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_REMOTE_WCIL_DDR, 0xc86f060136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_REMOTE_WCIL_PMM, 0xc86f0a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO, 0xc807fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO_LOCAL, 0xc806fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO_PREF, 0xc887fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO_PREF_LOCAL, 0xc886fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO_PREF_REMOTE, 0xc8877e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_RFO_REMOTE, 0xc8077e0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_SPECITOM, 0xcc57fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_UCRDF, 0xc877de0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCIL, 0xc86ffe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCILF, 0xc867fe0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCILF_DDR, 0xc867860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCILF_PMM, 0xc8678a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCIL_DDR, 0xc86f860136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WCIL_PMM, 0xc86f8a0136
UNC_CHA_TOR_OCCUPANCY.IA_MISS_WIL, 0xc87fde0136
UNC_CHA_TOR_OCCUPANCY.IA_RFO, 0xc807ff0136
UNC_CHA_TOR_OCCUPANCY.IA_RFO_PREF, 0xc887ff0136
UNC_CHA_TOR_OCCUPANCY.IA_SPECITOM, 0xcc57ff0136
UNC_CHA_TOR_OCCUPANCY.IA_WBMTOI, 0xcc27ff0136
UNC_CHA_TOR_OCCUPANCY.IA_WCIL, 0xc86fff0136
UNC_CHA_TOR_OCCUPANCY.IA_WCILF, 0xc867ff0136
UNC_CHA_TOR_OCCUPANCY.IO, 0xc001ff0436
UNC_CHA_TOR_OCCUPANCY.IO_CLFLUSH, 0xc8c3ff0436
UNC_CHA_TOR_OCCUPANCY.IO_HIT, 0xc001fd0436
UNC_CHA_TOR_OCCUPANCY.IO_HIT_ITOM, 0xcc43fd0436
UNC_CHA_TOR_OCCUPANCY.IO_HIT_ITOMCACHENEAR, 0xcd43fd0436
UNC_CHA_TOR_OCCUPANCY.IO_HIT_PCIRDCUR, 0xc8f3fd0436
UNC_CHA_TOR_OCCUPANCY.IO_HIT_RFO, 0xc803fd0436
UNC_CHA_TOR_OCCUPANCY.IO_ITOM, 0xcc43ff0436
UNC_CHA_TOR_OCCUPANCY.IO_ITOMCACHENEAR, 0xcd43ff0436
UNC_CHA_TOR_OCCUPANCY.IO_MISS, 0xc001fe0436
UNC_CHA_TOR_OCCUPANCY.IO_MISS_ITOM, 0xcc43fe0436
UNC_CHA_TOR_OCCUPANCY.IO_MISS_ITOMCACHENEAR, 0xcd43fe0436
UNC_CHA_TOR_OCCUPANCY.IO_MISS_PCIRDCUR, 0xc8f3fe0436
UNC_CHA_TOR_OCCUPANCY.IO_MISS_RFO, 0xc803fe0436
UNC_CHA_TOR_OCCUPANCY.IO_PCIRDCUR, 0xc8f3ff0436
UNC_CHA_TOR_OCCUPANCY.IO_RFO, 0xc803ff0436
UNC_CHA_TOR_OCCUPANCY.IO_WBMTOI, 0xcc23ff0436
UNC_CHA_TOR_OCCUPANCY.IPQ, 0x836
UNC_CHA_TOR_OCCUPANCY.IRQ_IA, 0x136
UNC_CHA_TOR_OCCUPANCY.IRQ_NON_IA, 0x1036
UNC_CHA_TOR_OCCUPANCY.ISOC, 0x36
UNC_CHA_TOR_OCCUPANCY.LOCAL_TGT, 0x36
UNC_CHA_TOR_OCCUPANCY.LOC_ALL, 0xc000ff0536
UNC_CHA_TOR_OCCUPANCY.LOC_IA, 0xc000ff0136
UNC_CHA_TOR_OCCUPANCY.LOC_IO, 0xc000ff0436
UNC_CHA_TOR_OCCUPANCY.MATCH_OPC, 0x36
UNC_CHA_TOR_OCCUPANCY.MISS, 0x36
UNC_CHA_TOR_OCCUPANCY.MMCFG, 0x36
UNC_CHA_TOR_OCCUPANCY.NEARMEM, 0x36
UNC_CHA_TOR_OCCUPANCY.NONCOH, 0x36
UNC_CHA_TOR_OCCUPANCY.NOT_NEARMEM, 0x36
UNC_CHA_TOR_OCCUPANCY.PMM, 0x36
UNC_CHA_TOR_OCCUPANCY.PREMORPH_OPC, 0x36
UNC_CHA_TOR_OCCUPANCY.PRQ, 0x436
UNC_CHA_TOR_OCCUPANCY.PRQ_NON_IOSF, 0x2036
UNC_CHA_TOR_OCCUPANCY.REMOTE_TGT, 0x36
UNC_CHA_TxR_HORZ_ADS_USED.AD_ALL, 0x11a6
UNC_CHA_TxR_HORZ_ADS_USED.AD_CRD, 0x10a6
UNC_CHA_TxR_HORZ_ADS_USED.AD_UNCRD, 0x1a6
UNC_CHA_TxR_HORZ_ADS_USED.BL_ALL, 0x44a6
UNC_CHA_TxR_HORZ_ADS_USED.BL_CRD, 0x40a6
UNC_CHA_TxR_HORZ_ADS_USED.BL_UNCRD, 0x4a6
UNC_CHA_TxR_HORZ_BYPASS.AD_ALL, 0x11a7
UNC_CHA_TxR_HORZ_BYPASS.AD_CRD, 0x10a7
UNC_CHA_TxR_HORZ_BYPASS.AD_UNCRD, 0x1a7
UNC_CHA_TxR_HORZ_BYPASS.AK, 0x2a7
UNC_CHA_TxR_HORZ_BYPASS.AKC_UNCRD, 0x80a7
UNC_CHA_TxR_HORZ_BYPASS.BL_ALL, 0x44a7
UNC_CHA_TxR_HORZ_BYPASS.BL_CRD, 0x40a7
UNC_CHA_TxR_HORZ_BYPASS.BL_UNCRD, 0x4a7
UNC_CHA_TxR_HORZ_BYPASS.IV, 0x8a7
UNC_CHA_TxR_HORZ_CYCLES_FULL.AD_ALL, 0x11a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.AD_CRD, 0x10a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.AD_UNCRD, 0x1a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.AK, 0x2a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.AKC_UNCRD, 0x80a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.BL_ALL, 0x44a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.BL_CRD, 0x40a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.BL_UNCRD, 0x4a2
UNC_CHA_TxR_HORZ_CYCLES_FULL.IV, 0x8a2
UNC_CHA_TxR_HORZ_CYCLES_NE.AD_ALL, 0x11a3
UNC_CHA_TxR_HORZ_CYCLES_NE.AD_CRD, 0x10a3
UNC_CHA_TxR_HORZ_CYCLES_NE.AD_UNCRD, 0x1a3
UNC_CHA_TxR_HORZ_CYCLES_NE.AK, 0x2a3
UNC_CHA_TxR_HORZ_CYCLES_NE.AKC_UNCRD, 0x80a3
UNC_CHA_TxR_HORZ_CYCLES_NE.BL_ALL, 0x44a3
UNC_CHA_TxR_HORZ_CYCLES_NE.BL_CRD, 0x40a3
UNC_CHA_TxR_HORZ_CYCLES_NE.BL_UNCRD, 0x4a3
UNC_CHA_TxR_HORZ_CYCLES_NE.IV, 0x8a3
UNC_CHA_TxR_HORZ_INSERTS.AD_ALL, 0x11a1
UNC_CHA_TxR_HORZ_INSERTS.AD_CRD, 0x10a1
UNC_CHA_TxR_HORZ_INSERTS.AD_UNCRD, 0x1a1
UNC_CHA_TxR_HORZ_INSERTS.AK, 0x2a1
UNC_CHA_TxR_HORZ_INSERTS.AKC_UNCRD, 0x80a1
UNC_CHA_TxR_HORZ_INSERTS.BL_ALL, 0x44a1
UNC_CHA_TxR_HORZ_INSERTS.BL_CRD, 0x40a1
UNC_CHA_TxR_HORZ_INSERTS.BL_UNCRD, 0x4a1
UNC_CHA_TxR_HORZ_INSERTS.IV, 0x8a1
UNC_CHA_TxR_HORZ_NACK.AD_ALL, 0x11a4
UNC_CHA_TxR_HORZ_NACK.AD_CRD, 0x10a4
UNC_CHA_TxR_HORZ_NACK.AD_UNCRD, 0x1a4
UNC_CHA_TxR_HORZ_NACK.AK, 0x2a4
UNC_CHA_TxR_HORZ_NACK.AKC_UNCRD, 0x80a4
UNC_CHA_TxR_HORZ_NACK.BL_ALL, 0x44a4
UNC_CHA_TxR_HORZ_NACK.BL_CRD, 0x40a4
UNC_CHA_TxR_HORZ_NACK.BL_UNCRD, 0x4a4
UNC_CHA_TxR_HORZ_NACK.IV, 0x8a4
UNC_CHA_TxR_HORZ_OCCUPANCY.AD_ALL, 0x11a0
UNC_CHA_TxR_HORZ_OCCUPANCY.AD_CRD, 0x10a0
UNC_CHA_TxR_HORZ_OCCUPANCY.AD_UNCRD, 0x1a0
UNC_CHA_TxR_HORZ_OCCUPANCY.AK, 0x2a0
UNC_CHA_TxR_HORZ_OCCUPANCY.AKC_UNCRD, 0x80a0
UNC_CHA_TxR_HORZ_OCCUPANCY.BL_ALL, 0x44a0
UNC_CHA_TxR_HORZ_OCCUPANCY.BL_CRD, 0x40a0
UNC_CHA_TxR_HORZ_OCCUPANCY.BL_UNCRD, 0x4a0
